label,comments,ID,id
0,con cháu cambodia kkkkkkk,1182.0,
3,chính quá khứ của dân cộng hòa đã nói lên tính cách của namky bây giờ,1183.0,
0,"Parky,Namkiki, BẮC TRUNG NAM LÀ ANH EM 1 NHÀ ",1184.0,
-1,ơ ngài đánh rơi cái này ,1185.0,
0,cùng là con dân sao phải phân biệt thế ,1186.0,
3,namky là vậy đó ,1187.0,
0,ăn cá rô cây xong mất trí,1188.0,
0,"chúng nó chỉ dám lm anh hùng bàn phím thôi , ra ngoài đố dám nói parky , namky",1189.0,
0,chịu thời kì 4.0 còn phân biệt chủng tộc,1190.0,
-1,Namkikibác hồ sẽ ra sao ?,1191.0,
3,parky lên tiếng,1192.0,
3,"namky ơi,nghe rõ ko",1193.0,
3,Cali xổng chuồng à ,1194.0,
3,Thả nhẹ chữ parky,1195.0,
3,parky cay là làm clip,1196.0,
0,10 điểm,1198.0,
3,cũng giống namky,1199.0,
3,namky ngày xưa là chăm pa đc vào Việt Nam là may ,1200.0,
3,khmer con ,1201.0,
0,Chí phải,1202.0,
-1,parky là j thế,1203.0,
3,Là namkiki,1204.0,
3,namkiki phèn ,1205.0,
3,ồ vậy à chính vì mày cho ít dân tộc làm ăn nên bọn mày mới nghèo đấy namkiki chúng mày nhờ bọn bắc chúng tao mới cs ngày hôm nay thế nên mới nói,1207.0,
0,Đừng phân biệt các miền nữa mà mặc dù tớ ở Parky nhưng nếu phân biệt với namkiki thì là phân biệt chủng tộc ý:(,1208.0,
-1,@X Ray vừa namky vừa khmer ,1209.0,
3,"Mn ơi giúp mình với, mình cũng hay ăn xoài như b này, nhưng dạo gần đây toàn đi ngoài ra parky, có cách nào để trở lại bth k ạ ",1210.0,
3,bị nhiều cali cắn vậy anh bạn,1211.0,
0,"ko sao , ko sao ,từ đời tổ tiên nó đã cắn người việt mình r mà ",1212.0,
2,bảo sao ngày xưa rớt môn lịch sử ,1213.0,
2,m bị rớt môn lịch sử à mà ko bt tổ tiên mình là campuchia ,1214.0,
3,Tôi theo ae parky,1215.0,
0,5ky kkk,1216.0,
3,Namkiiiii ,1217.0,
0,ba mẹ m chơi bao ngày xưa là đc rồi,1219.0,
-1,vnkiki rage ,1220.0,
2,tội nghiệp ng bị mồ côi,1221.0,
3,Namkicho,1222.0,
3,namrkiki,1223.0,
0,"chịu đấy,thời kì nào r còn phần biệt chủng tộc nx z",1225.0,
3,pảky con cay đỏ nhái r,1226.0,
0,cay vì bố mẹ m ko đeo bao ,1227.0,
-1,bn nói bn hả,1228.0,
3,nói m ấy cali ,1229.0,
2,Hơn m đ có mà đỏ thứ cận huyết,1230.0,
-1,sao kh m bt ?,1231.0,
3,namki thì kinh rồi,1232.0,
-1,ko phân d và nh kìa,1233.0,
0,chia buồn vs gia đình ạ nhóc con,1234.0,
3,bảo sao miền bắc phát triển chậm hơn miền nam là đúng,1235.0,
2,ko có mỹ nó rót tiền vào thì cm chắc vẫn ở thời kì đồ đá ( hay ăn lười làm ),1236.0,
0,narky narky narky narky narky narky narky narky narky narky narky narky narky narky narky narky narky,1237.0,
3,Parky giải phóng cái lũ vô ơn namky chúng m đấy,1238.0,
3,đúng bọn gốc champa,1240.0,
0,cùng sống chung 1 nước sao lại đi pbvm vậy..,1241.0,
3,Vậy mà parky cứ thích vào đất Khmer chi dạ. Ngoài đó đi mấy thằng parky ơi,1242.0,
2,"đất t chiếm r là của t , cho ở nhờ là may r ,chẳng lẽ đuổi mẹ về với tổ tiên h ",1243.0,
3,Haha parky ní nuận,1244.0,
0,nó là sự thật chứ lý luận j ở đây hả campuchia ,1245.0,
3,Campuchia thì kêu parky rút về bắc đi. Vào đi chi vậy haha.,1246.0,
3,mk thấy b viết bằng tiếng Việt đâu có phải tiếng Khmer đâu mà cứ thích ăn cháo đá bát vậy,1247.0,
3,Tao cần ăn cháo parky. Không vào đây giờ chắc tao đang giàu như Hàn rồi đó,1248.0,
3,Cút ra ngoài parky mà sống. Kêu mấy thằng parky còn lại đi luôn nha. Đất Khmer không tiếp bọn parky,1249.0,
0,"đất bọn t chiếm r là của bọn t , may ko bắt làm nô lệ như bọn thực dân đã làm với các nước mà nó đã chiếm , là may lắm r ở đấy mà khóc ",1250.0,
3,Namky nhục,1251.0,
3,lo húp pịa kìa Cali con,1252.0,
3,Namkiki cay,1253.0,
3,riêng mấy tk khmer ( từ già đến trẻ ) vào đây bố tiếp hết,1254.0,
-1,t lại phải mõm với khmer con cm:))),1255.0,
0,mày mõm trên này thôi ,1256.0,
0,"bọn đàn ông từ già đến trẻ cứ ái ái ,thì l j đc t ",1257.0,
3,"Sao tụi parky hay nói đạo lý quá ha, mà sống như Iồn",1258.0,
2,"người thông minh mới có đạo lí để nói , còn cái bọn chỉ ăn với nhậu ra thì làm đc cj cho xh thì chả ko đạo lí ",1259.0,
0,Anh em một nhà sao cứ phải phân biệt ? Mấy thành phần phân biệt không biết đang nghĩ cái gì chung sức dành độc lập để có như ngày hôm nay,1260.0,
0,Giờ đất nước độc lập tự do lại đi phân biệt vùng miền tại sao?,1261.0,
3,"Chỉ có bọn miền nam mới phân bt vùng miền thôi , 10 thì 9 cali còn lại toàn bọn miền nam, nếu cali hết thì sao ko có namky chỉ có bắc",1262.0,
0,xin lỗi mọi người tôi đã cố cứu những con vật nhưng không thành,1263.0,
0,thay vì phân biệt hãy cho mấy cái này nó lặn xuống,1264.0,
3,Namcali đông quá ,1265.0,
3,parky ,1267.0,
3,ko có parky thì namkiki đang liếm chân cho pháp với kĩ,1268.0,
3,"đúng bọn khmer con, cắn đúng thốn",1269.0,
3,NamKi : nơi tụ tập của lũ ăn bám,1270.0,
0,"Ko namkibacki gì hết , VIỆT NAM cả",1272.0,
3,dit me namky,1273.0,
2,Parky thì chả có gì cả. Vấn đề là ở bọn 3/ Cali con hay pbvm thôi,1866.0,
3,Nguyễn Quang Vinh t người Nam Định MB đây còn ghét tụi parky,1867.0,
1,Đỗ Lâm thg ngu l =))),1868.0,
1,Đỗ Lâm djt con cụ m,1869.0,
2,Đỗ Lâm bố mẹ m sẽ tự hào lắm vì đẻ rách l ra đứa con hỏng,1870.0,
3,Tú Tống t ghét parky bò đỏ chứ có liên quan đế n MB à cu,1871.0,
3,Đỗ Lâm thế là mày ghét cả tổ tông nhà mày à. Về đập mẹ bàn thờ đi. Ngồi trên bàn thờ nhà mày toàn parky đó ;)))) tổ tông nhà mày toàn Bắc 54,1872.0,
2,Đỗ Lâm loại mày ăn gì mà ngu thế sống làm gì cho chật đất,1873.0,
3,Đỗ Lâm bò đỏ liên quan đếu gì bắc kì ???? Bắc kì để chỉ miền bắc theo cách gọi thời pháp cụ ạ,1874.0,
0,Đỗ Lâm sao rồi b.bị chó dí dữ vậy hả,1875.0,
2,"Minh Tân tổ tông nào toàn packy vậy? VN có 54 dân tộc nha, người miền nam có rất nhiều nguồn gốc, từ người hoa, người chăm... Còn nói về nguồn gốc thì tàu khựa là tổ tông của packy đó, sao ko lập bàn thờ thờ tụi nó đi, ngu mà còn hay nói.",1876.0,
3,Duy Nqp mày đang nói và viết bằng tiếng gì hả thằng đần ;))))) miền nam mù chữ các bố parky mang con chữ vào cho chúng mày đấy. K giờ này chúng mày vẫn là nô lệ cho Mỷ thôiiiiii. ;))))) còn tao chửi thằng Nam Định quên tổ tông kìa :))))) lew lew,1877.0,
3,"Minh Tân ờ phải rồi, cái gì cũng của các bố tất, giống y hệt tàu khựa, cái gì cũng nhận là của nó. Chỉ có cái mất dạy, bố láo là nó ko nhận thôi, phải ko packy",1878.0,
2,Duy Nqp chả phải thì sao :))))) chúng mày đang viết và nói chữ quốc ngữ đấy. Uống nước nhớ nguồn đi. Đừng ăn cứt đá bô.,1879.0,
2,"Minh Tân biết chữ quốc ngữ ở đâu ra ko, nói chuyện ngu như bò mà còn tỏ ra nguy hiểm, vcl thiệt. Chữ quốc ngữ do tu sỹ châu âu sáng tạo ra, rồi truyền vào đàn trong, lúc đó ngoài bắc dốt bỏ mẹ ra, đã dốt còn bày đặt dạy đời, ngu",1880.0,
2,Duy Nqp cái diss. :))))) đến phút này tao khẳng định mày ngu bẩm sinh. Chứ luyện tập thì đéo thằng nào ngu bằng mày :)))))),1881.0,
2,"Minh Tân thật là hãm, chắc mày nghĩ Bác Hồ tạo ra chức quốc ngữ xong mang vào miền nam dạy quá. Nói thế thì biết nó ngu từ gốc rồi, đúng là bản chất éo sai được.",1882.0,
0,Đỗ Lâm mày ở chỗ nào Nam Định,1883.0,
0,"Trịnh Quoc Anh t Giao Lạc ,Giao Thủy nè cu",1884.0,
0,Đỗ Lâm buồn cho bố mẹ mày quá,1885.0,
0,Trịnh Quoc Anh thế à cu,1886.0,
3,Trịnh Quoc Anh Parky à,1887.0,
0,Duy Nqp qá hay,1888.0,
3,Minh Tân mù chữ cmm thời pháp mẹ cha tao đã đc học chữ rồi k biết im mồm thằng parky tỏ vẻ ta hiểu biết nhưng thật ra đel biết cái đách gì cả,1889.0,
0,Đỗ Lâm tự đ ái vào mồm à ?,1890.0,
3,"Đỗ Lâm tao là vện cali gốc namkiki đây còn ghét bọn cali với namkiki đây này, mày ăn thua éo gì",1891.0,
1,Nguyễn Quang Vinh mẹ,1892.0,
0,Vo Hoang Phu cha,1893.0,
0,Vo Hoang Phu miền Bắc năm 54 rồi :))),1894.0,
3,Trần Văn Quyền gốc bắc 2k ạ . 54 chỉ có bọn cali con thôi .,1895.0,
0,Vo Hoang Phu nằm vùng đấy :d,1896.0,
3,Nguyễn Quang Vinh backy con xuống nam kỳ ăn tàn dư Mỹ ngụy,1897.0,
0,Nguyễn Quang Vinh k vấn đề nhưng nói tới cái đong đỏng nhảy mún tới nóc nhà,1898.0,
0,Khương chả có gì phải nhảy cả . Chỉ là cách nói nghe ngứa tai nên ghét thôi b ạ. Chứ bk hay nk cũng như nhau thôi .,1899.0,
0,Khương 3 cây nhang mới là nhảy dựng kk,1900.0,
2,"Khương nốc nhà là cái đéo gì, nóc nhà, nói ngọng thì còn được chứ viết cũng ngọng được còn bày đặt đi chửi nhau :))",1901.0,
0,Khương căn bản nhiều thg lôi từ đấy ra nói theo kiểu phân biệt thì ông động vào làm cái gì đùa với bạn bè không sao tôi quen mấy ae trong nam cùng chửi đme n k bọn nó cũng ddumaaa b k nhưng là vui đúng lúc đúng chỗ ae cười với nhau chứ ko phải ai cũng lôi ra đùa thế được,1902.0,
0,"Hoàng Tuấn Dương chửi ai đâu bạn ơi, từ nào là chửi dị he, giọng điệu này chắc bạn là ấy ấy rồi",1903.0,
-1,:))))) dị he là cái đéo gì nữa :))) nói tiếng việt dùm tao đi được không,1904.0,
2,"Hoàng Tuấn Dương là tiếng người đó bạn ,bạn k hiểu thì b coi lại mình coi phải con người k, dị he",1905.0,
-1,=)))),1906.0,
0,cuối cùng cũng lại chỉ là văn cùn thôi à,1907.0,
0,Hoàng Tuấn Dương bỡi nói tới cái đong đỏng lên mà cũng k chịu,1908.0,
0,"Nói có thể ngọng do vùng miền, nhưng viết, tiếng Việt chỉ có 1 thôi :)) ví dụ như ""Chiếc áo này củ rồi nhưng vẫn dùng tốt""củ gì , củ cặc à :)))",1909.0,
2,"Tối ngày đúng là chỉ biết soi dưới váy ngta ra để nói, thua b rồi b ơi, dị he ,mãi iu à",1910.0,
0,lại còn đong đỏng là clg gì nữa :))),1911.0,
0,bỡi :))),1912.0,
0,"Hoàng Tuấn Dương ""dị he"" là dị đó he, vậy đó he, vậy đấy ha, vậy đấy hả, đấy là cách người đấy vùng đấy dùng từ, cách nói, chứ sai gì đấy b :))",1913.0,
2,Hoàng Tuấn Dương ngu chết mẹ,1914.0,
2,Khương có con rồi. Sống sao cho con cái nó tự hào về ba má nó ông ạ.,1915.0,
0,"Hùng Nguyễn xin lỗi b chứ nãy h chẳng đụng chạm tới ai, tự nhiên bay vô cắn tui thôi ,còn b lo cho con b đi ,lo cho thiên hạ quá",1916.0,
2,"Hùng Nguyễn lo cho bé cún của b đi nhé ,con tui tui dạy nó sao thì kệ tui ,nói chuyện kỉu đó nghe ngứa tai quá ,sống k biết tốt được nhiu nói chuyện ra vẻ quá",1917.0,
0,Hoàng Tuấn Dương thanh niên chưa nghe từ đong đỏng bao giờ à :))),1918.0,
2,Khương có vợ có con rồi mà nói chuyện như thg con nít,1919.0,
0,Lê Đức Tuyên vậy thì mời ng lớn next,1920.0,
3,"Khương mấy thằng nam kì cứ nhắc chữ cali, giải phóng, 30/4 giãy như bị đút đuông dừa vào đít còn gì",1921.0,
0,"Mai Cơn Giắc Sơn chưa ai nhắc ts cali ca léo gì ,chưa đụng j ts tụi m mà tụi m dẫy nữa r",1922.0,
0,"Mai Cơn Giắc Sơn tụi m nhạy cảm quá r ,có tật ai ns j ra cũng giật mình",1923.0,
3,Khương thật là nam kì bọn mày ko nhạy cảm ko ? Giờ mày thử cmt chữ cali trên tiktok vs mấy bài trên face xem đứa nào vào cắn,1924.0,
0,"Mai Cơn Giắc Sơn thì m cmt đi, ai cali thì trả lời m ,t thì k rảnh, đâu phải nơi t sống , còn có cơ hội cũng mún đi cho biết đây biết đó à",1925.0,
0,"Mai Cơn Giắc Sơn m cứ nói nam kì hay nam gì m thích chả ai quan tâm , à mà m ns z h t mới thấy m ms chính là thằg kì thị ng khác trước đó",1926.0,
0,Khương không sao nam cầy với miền Bắc chung 1 dòng máu mà,1927.0,
2,Sinh Tố Pơ ngặt là mấy thằng nó hay kì thị ng khác cho mình là nhất là trung tâm vũ trụ thì nó lại tưởng nó là nạn nhân chứ,1928.0,
2,Khương thổ khơ me cho xem cái nhà đi mấy thằng thổ khơ me 95% là ở nhà rơm nhà lá 5% còn lại thì được ở nhà tôn,1929.0,
2,"Nguyễn Đạt lộn r cha nội ơi ,tìm mấy ng đó đi an giang sóc trăng á , qua đó r nói z đó r cho nó chôn m ở đó",1930.0,
0,Nguyễn Đạt lại thêm thằmg xạo phân biệt ng khác vô nói chuyện bị phân biệt,1931.0,
2,Khương ghê thế à bảo nó ra đây nói câu bk đi bọn tui người kinh có ăn học đầy đủ chắc không sao đâu chứ sợ mấy ông khơ me cà màu an giang lắm,1932.0,
2,Khương đó bảo đến nhà lá trúng tim đen nhảy xuyên nóc nhà rồi,1933.0,
2,"Nguyễn Đạt ăn học ,chắc đi học lo ăn k thì có chứ ăn học, nói chuyện kỉu mất dạy",1934.0,
2,Khương về khoản ăn tôi đó qua đc mấy ông khơ me đó đặc sản ham ăn lười làm mà chưa nghe à,1935.0,
2,Khương thời hiện đại rồi mà toàn lớp 9 lớp 10 nghỉ học đi làm kiếm tiền rồi,1936.0,
2,"Nguyễn Đạt kệ m đi ,t cũng đâu phải khơ me, sủa tiếp đi ,dị he ,mãi iu à",1937.0,
2,Khương thôi cà mau thì làm gì có người kinh bảo sg bd còn đc chứ cà màu làm gì có người kinh,1938.0,
2,Khương trúng tim đen rồi nhảy xuyên cái nóc nhà lun,1939.0,
2,"Nguyễn Đạt là m đang nói m đó ,vô học vô duyên mà tưởng hay ,lúc tao đi học chắc ba mẹ m đang tạo ra thằng tinh trùng khuyết tật như m đó",1940.0,
2,Khương mấy thằng thổ khơ me cay không vô duyên sao vô bình luận bênh thẳng chủ tus trong khi nó pbvm,1941.0,
2,Khương mấy con tinh trùng khuyết tật khơ me nhà mày ăn tàn phá hại gen của bọn campuchia có khác toàn bọn óc ca,1942.0,
2,"Nguyễn Đạt à mà thằng vô học này cũng chịu khó vô trang cá nhân ngkhac rình mò he, nhưng dân tộc kinh tụi t đéo có loại súc sanh như này",1943.0,
0,Lo đẻo cá đi mai kho ăn,1944.0,
2,Khương bọn thổ khơ me chúng mày mà nhận người kinh à người kinh di cư bắc vào đến sài gòn bình dương thôi vào gì đến cà mau mày,1945.0,
2,"Nguyễn Đạt bỡi thứ vô học như m chui dưới háng ng khác thì biết j m ơi ,đẻo x con cá chưa ,mai chấm vs pịa mà ăn",1946.0,
2,Thứ vô học súc sanh súc vật như m thì chỉ biết có nhiu đó,1947.0,
3,Khương khơ me thì bảo khơ me cứ nhận người kinh tổ tiên nhà chúng mày bên cam kìa chứ đừng nhận vơ,1948.0,
2,"Nguyễn Đạt tới cái hình đại diện của con ng còn k có coi chừng biết tiếng ng chứ là loại 4 chân đuôi dài lông lá , bỡi đâu dám phơi mặt ra",1949.0,
3,"Nguyễn Đạt đó bỡi z sủa đc nhiu đó sủa quài ,chọc chọc hồi chạy vô nam tìm tới nhà cắn bây giờ",1950.0,
0,Khương toàn nhà rơm nhà nào chả giống nhau biết tìm kiểu gì,1951.0,
0,"Nguyễn Đạt tối ngày quanh quẩn trong hán ng khác thì biết đc cái gì , ví dụ ở nhà rơm mà ăn cá thật thì cũng ngon hơn cá rô cây",1952.0,
0,Nguyễn Đạt coi chừng đang chui ở gầm cầu ống cống r đi phán xét ng khác à,1953.0,
3,Khương à thì ra là thg nam kỳ. M nhảy đong đỏng lên t coi.,1954.0,
3,"Tiến Hoàng Chanel làm mình làm mẩy hả cá rô cây ,ngứa r chứ j",1955.0,
2,"Tiến Hoàng Chanel nam kỳ hay nam j đi nữa cũng chẳng ai quan tâm đâu, có m á, m chuẩn bị nhẩy tới nóc nhà r đó, ăn rau muống nhìu vô cho bổ cái óc shit của m đi",1956.0,
0,Khương bọn nào nó nhảy chứ tôi thấy chả vấn đề gì,1957.0,
0,"Dat Dang đr vui vẻ thôi, gọi ng khác như thế này như thế nọ thì được, chứ ns tới cái quạo",1958.0,
3,"Tiến Hoàng Chanel kêu nam kỳ thấy tự hào ghê, sao bắc kỳ kì vậy :))",1959.0,
2,Khương nhiều lúc nói chuyện với thằng não ngắn như m cũng chán,1960.0,
2,"Vũ Công vậy thì câm đi đầu shit, làm như t cần nói chuyện với mặt nụ cười dọc như m",1961.0,
2,Khương não m Ngắn lắm tự nhận đạo lý dởm,1962.0,
1,"Vũ Công xin lỗi đéo nói đạo lý mời next qua 1 bên ,m đéo là cái j mà phán xét xạo l ở đây, biến đi m",1963.0,
2,Vũ Công mặt như thằng nghiện mà bố láo,1964.0,
2,Khương như mặt thằng nghiện kk. Mặt m ko như nghiện mà ng ta nói xấu cái m đỏng đảnh nhảy tới nóc kìa,1965.0,
2,Khương trước khi nói người khác thì phải tự nghĩ tới mình. Ko thành ra tự vả tự nhục,1966.0,
-1,Khương nailki,1967.0,
2,"Nguyễn Quang Vinh vì người bắc tự làm xấu vùng miền của mình thôi, đến nam hàn còn hạn chế nhập cảnh người miền bắc vn mà ;))",1968.0,
2,"Nguyễn Cương thoải mái chỉ có loại cẩu như m mới sợ ngta nói đúng tên thôi, nhìn m như con cún tội quá",1969.0,
0,Khương 3 nô lệ tự nhục tiêu biểu =)),1970.0,
2,"Nguyễn Cương loại này thì chỉ có súc vật mới làm mấy hành động như vậy ,súc sanh biết viết chữ là có thật",1971.0,
3,"Nguyễn Cương nhục dùm cho tụi ăn rau muống vs cá rô cây tụi bây á,chứ ng miền Nam chẳng ai như loại súc vật như mầy ,loại m là sản phẩm của gia phả hình tròn đó",1972.0,
3,Khương nhột à ngụy con =)) phản động chỉ có thế thôi,1973.0,
2,"Nguyễn Cương tr tr chẳng ai nói ts ngụy à ,bí lời quá r cái nói dọng đó hả con trai, hồi đó ba mẹ m chùi đít cho t ổng bã đâu có sạo lờ như m",1974.0,
3,Khương còn văn nào hay hơn k ngụy con =)),1975.0,
2,"Nguyễn Cương văn hay xin tặng cho loài súc sanh như m, như z chưa đủ hay sao, mẹ m đi làm chuyện gì vs cha già hàng sớm mà để lọt ra cái bản mặt lờ như m vậy con trai",1976.0,
2,"Nguyễn Cương chúc cho tụi cưn mau nói chuyện được tròn vành rỏ chử nha, chứ nói chuyện kỉu đớt đớt z con ng tụi t k hỉu, gáng ăn shit nhìu vô đặng mau tiến hoá thành con người",1977.0,
2,Khương gia phả vòng tròn đây r,1978.0,
2,"Nguyễn Cương là thứ m á ,cũng chịu khó quá he súc sanh, súc sanh thì mãi là súc sanh ,đầu óc k hơn k kém 1 loài chỉ biết ăn xương",1979.0,
2,Nguyễn Cương mời tiếp tục thể hiện mình là 1 con súc vật nhé,1980.0,
2,"Nguyễn Cương bí văn hả j mà ăn cắp câu nói của t vậy súc vật ,thì ra rep cmt lâu là đi rình mò nhà t như thằng ăn trộm ,lộn như loài súc vật đang tìm shit mới đúng",1981.0,
2,"Khương k dc cay , ăn thêm iot vào chứ nc như thằng thiểu năng",1982.0,
2,"Nguyễn Cương súc vật nó nói chuyện cũng k giống con ng nữa, thôi dành iot cho loài súc vật như m đi ,chứ m ăn rau muống cá rô cây k làm j có dinh dưỡng",1983.0,
2,Nguyễn Cương thiểu năng chính là thứ mà thằng súc vật m đang mang đó,1984.0,
2,"Khương đúng gia phả hình tròn có khác, nc đần quá =))",1985.0,
2,"Nguyễn Cương thì ra tụi m chỉ biết có từ cay ,qua nay thấy thằng nào cũng nói , súc vật mà cũng biết vị cay nữa ta, loài súc sanh này chắc ăn shit trộn ớt nè",1986.0,
2,"Nguyễn Cương thôi đi cái thứ như còn lời lẻ j để nói vs t ,chỉ biết lâu lâu gâu lên mấy tiếng như vậy thôi, súc vật thì mãi là súc vật ,đừg bắt trước hành động của con ng nữa",1987.0,
0,Nguyễn Cương k biết sáng m đã ăn sáng bằng cá rô cây kho chưa,1988.0,
0,Khương thằng nô đói ăn hay sao mà đòi ăn nãy giờ v =)),1989.0,
2,Nguyễn Cương thấy hình dáng m t cũng mún tin m là con ng lắm mà m càng nói thì con súc sanh trong ng m nó lại lòi ra,1990.0,
2,"Trương Trung từ điển tiếng Việt có"" dị he"" à nói sai thì tự ái",1991.0,
2,"Nguyễn Cương đói thì tụi t cũng ăn cá thật chứ đâu ăn cá cây như m, thiệt tội cho m á súc sanh",1992.0,
2,"Nguyễn Cương chỗ t nhìu gỗ lắm ,để t đẻo cho m vài con cá cho m gặm he súc vật",1993.0,
2,"Khương chắn thằng nô quá, thôi thì thông cảm cho gia phả vòng tròn , nhìn cũng tội mà ...thôi",1994.0,
2,"Nguyễn Cương nói r m đừng có lấy văn của t đc k ,năn nĩ mà ,nghe câu chửi t hay quá nói quài ,súc sanh nhìn mặt cũng ngầu như cái bồn cầu he",1995.0,
2,"Nhìn mặt súc sanh là mún ị lên ,mà ị lên coi chừng nó ăn sạch k còn 1 miếng à",1996.0,
3,"À à m là"" bồn kỳ lắc ""đúng k",1997.0,
0,"Khương sáng h chưa dc ăn à nô, đợi t đi wc đã nhé(",1998.0,
0,Nguyễn Cương đi wc x ăn lun nhé con trai,1999.0,
0,Nguyễn Cương đủ k t gửi thêm cho ít nè của t nhìu vị lắm m thích ăn vị gì,2000.0,
0,Khương à uk để dành cho nô con nữa hả ok nô,2001.0,
2,"Nguyễn Cương đói thì nói t gửi shit cho ăn chứ k nói t đâu biết , z ăn nha, đừng ngại",2002.0,
2,"Nguyễn Cương à thì ra m k hỉu tiếng người ns m mà m trả lời đâu đâu k à, súc sanh mà ,súyt nưã thì t lại quên m là con súc vật",2003.0,
0,Khương còn thằng nô bố thì đợi chiều nhé =)),2004.0,
2,"Nguyễn Cương ăn ngon miệng nha, nhìn m ăn shit ngon miệng t cũng vui lắm súc vật à",2005.0,
2,Nguyễn Cương à mà m ngoài ăn shit ra còn ăn j nữa k vậy,2006.0,
0,Khương nô mẹ thì nhịn hôm may nha mai mới có,2007.0,
3,"Mà ngoài đó có nhìu shit để ăn k, vô nam tụi t cho thêm nè",2008.0,
2,"Nguyễn Cương ăn x r hả hèn chi miệng còn dính kìa súc sanh ,ăn x chùi mép nha, h đi tìm shit tiếp đi ,chìu có cái mà ăn",2009.0,
2,Nguyễn Cương ăn x đi tìm cái đầu khất của thằng bố m ăn tráng miệng đi,2010.0,
2,"Khương bảo nô bố đợi chiều đi , đừng hối , hối nữa là anh cho gia đình vòng tròn của nô nhìn hết đấy •_•",2011.0,
2,"Nguyễn Cương nữa lại ăn cắp văn ,chắc tại súc sanh k đi học nên k biết cách cải lộn vs con ng nên ms ăn cắp văn phải k , s mà nhà loạn luân s mà đẻ r đc con súc sanh như m cũng hay he",2012.0,
2,"Khương nói người khác thì tưởng mình hay, người khác nói lại mình thì dãy ra như lợn bị chọc tiết. Cmt thì câu trước vả ngược câu sau, câu sau đá câu trước. Con người chứ có phải con cac đâu mà nói chuyện ngu vcl",2013.0,
1,Hà Thị Phương con cac nó dính trên mặt m kìa,2014.0,
2,Hà Thị Phương m là thằng ăn shit chung vs thằng Cương j nè phải k,2015.0,
2,"Hà Thị Phương thấy có hình con chó trong trang là t nghi m rồi , thì ra m là 4 chân , cút mẹ m đi",2016.0,
0,Khương đừng xin nữa hôm nay t phạt thằng nô bố m nhịn r =)),2017.0,
2,"Nguyễn Cương haha nó chỉ biết có nhiu đó thôi bây ơi, ăn cớc riết nhìn đâu cũng thấy cớc là có thật, mới ăn cớt r mà s thấy m vẫn có vẽ thèm z",2018.0,
2,"Khương khiếp cái thể loại như mày quá. Đeo hiểu sao cũng lấy được vợ rồi tòi ra thằng con, vợ mày dị tật hay mù đúng không? Riêng thằng con mày với cái tình trạng của mày như này thì sau này cũng đeo có cái tích sự gì đâu :))) Chăm chỉ lên đây sủa rong… See more",2019.0,
2,Thai Quách có gì đâu mà kì. Bọn nô dịch như chúng m hở tý là phân biệt. Trong miệng nhiều phân quá mà,2020.0,
2,Khương tại m sủa nhiều quá t nhốt thằng súc nô bố m vào cũi r,2021.0,
2,Tiến Hoàng Chanel đâu phải ai cũng như nhà m ăn phân :))),2022.0,
2,Khương loại mày đeo bằng 1 sợi lông của con chó nhà tao chứ huống gì. Trông mặt mày tởm vậy cơ mà :))),2023.0,
2,"Hà Thị Phương thì ra m là con chó lang thang thấy người lại vô cắn ,dòng ăn shit như m thì, thôi nghiệp j m nói thì dành hết cho m á, mặt cac, thứ như m đm coi chừng k có ma nào dám sáp vô đâu, nói ts cuối cùng thì m cũg lại là 1 con súc sanh",2024.0,
0,Thai Quách nhường gia phả nhà m tất,2025.0,
2,"Hà Thị Phương mặt cạc của m là cái thứ ai thấy cũng tránh xa đó con chó à, tưởng mình thanh cao",2026.0,
0,"Tiến Hoàng Chanel đâu có nhường được, chỉ có nhà m là ăn quen thôi",2027.0,
2,"Tiến Hoàng Chanel quai lại r hả súc sanh , ăn cức no chưa mà trở lại r , bồn kỳ lắc à, m đúng là 1 con chó ngoan đó",2028.0,
2,"Hà Thị Phương súc sanh tụi m hùa nhau cắn ng giỏi quá , chúc m sớm sánh duyên vs chó đực nge",2029.0,
3,Khương nhảy chỗ nào vậy?Nó cũng nhue Nam Kì hay Trung Kì thôi nhóc,2030.0,
2,"Khươngcay lắm đúng không . Trông kìa, tao nói đúng ghê. Trông mày đéo khác gì con lợn bị chọc tiết cả. Mấy cái văn của mấy thằng đã đéo đẹp,đéo giàu, nguu và nhân cách như l như mày tao gặp nhiều rồi. Có biết nói gì ngoài mấy câu đấy đâu. Nhụccc",2031.0,
2,"Khương để tao kêu con vợ mày vào đây xem mày táp nha. Chứ thấy mày lẻ loi, cô đơn quá. Hay để tao chụp lại cho vợ với cả lũ dòng họ nhà mày xem cái mõm lợn của mày táp người khác rồi lại dãy ra như thế này . Chắc vui lắm nhỉ",2032.0,
0,Duy về bắt lỗi cả vùng cả miền kìa cu,2033.0,
3,"Nguyễn Hải chú nói z cho chứ thằg nhóc như tui thấy nó nhảy quá tr đó , đặc biệt là ng ở ngoãi đó",2034.0,
0,"Trương Trung vùng m tốt làm quá nhóc con à, lo đẻo cá gỗ đi ,ns nhìu quá, bố láo quá",2035.0,
2,"Hà Thị Phương cảm ơn dog nha, sủa tiếp cắn tiếp đi, qua nay mới có dog cái ,sủa nghe vui tai lắm",2036.0,
0,"Khương m đang nói gì đấy t không thể hiểu được, vùng nào đẻo cá gỗ?",2037.0,
