comments,ID
"Lãm Lãm thì mày cũng nhảy vào rép cmt của người ta đó,đúng là nam cầy đụng người ta thì được người ta đụng lại thì khóc ròng lên",2162
"Sinh Tố Pơ Con Bắc cầy tró vừa ăn cướp vừa la làng, nhảy xôm vào bố kêu bố mày xồm ơ??? Zọ zọ cmm",2163
Lãm Lãm nam cầy đã cay đừng như zậy mắc cười lắm nam cầy à,2164
Sinh Tố Pơ Cay??? Dòng nào bố mày cay vậy Bắc kì tró? Dòng lấy nón cối nhét mồm mày à?,2165
"Lãm Lãm đừng zậy mà ,tức quá gây chết sớm đó nam cầy",2166
"Sinh Tố Pơ Hết xồm rồi đến cay hả con Bắc cầy tró? Dòng tộc cối chúng mày chọc giải trí, cay cái đéo gì vậy?",2167
Sinh Tố Pơ Cay lắm hả con bắc cầy tró,2168
Lãm Lãm ủa nam cầy nhại lại câu của t chi z hết văn rồi à?,2169
Sinh Tố Pơ Cay hả bắc cầy tró? Mày thấy cay nên nói người khác cay à,2170
Lãm Lãm tại thấy nam cầy sồn sồn ghê quá đó,2171
Sinh Tố Pơ Tao thấy 1 con bắc cầy xồn luôn miệng cay cay đấy chứ,2172
Lãm Lãm nhưng có 1 con nam cầy bình luận nồng nặc mùi tức banh háng eo ôi ngay cái bình luận đầu t cmt rất bình thường mà nam cầy zô táp như chó,2173
"Sinh Tố Pơ Bắc cầy bắt đầu dơ mồm rồi, mày đang cay kìa Bắc cầy",2174
"Sinh Tố Pơ Bắc cầy bảo vệ chủ ghê thế, nhảy vào táp ngay",2175
Lãm Lãm chủ t là ai z nam cầy nam cầy xin hãy viết văn mới đừng nhai lại câu của mình,2176
Lãm Lãm gỡ quê quán hà nội xuống đi mấy thằng namkiki ở nhà rơm như chúng mày mà đòi quê hà nội à namkiki?,2177
Sinh Tố Pơ Ko bảo vệ chủ thế mày táp càng à hoang,2178
"Lãm Lãm t rep cmt rất bình thường mà có 1 con nam cầy nhảy cẫng lên đó thôi má đúng tội nghiệp bọn nam cầy, lúc nào cũng phải sồn sồn lên,nói người ta thì được người ta nói lại thì nhảy cẫng lên như bị dội nước sôi vào buồiiii",2179
Trịnh Sang đấy cali zẫy nảy lên đấy,2180
Nguyễn Quang Vinh m gọi t cali 3que do mày cay tụi đó thôi. Chứ t kêu mày parkky mày lại cắn. Má mắc cưới quá. Parkky cay rồi,2181
Trịnh Sang pbvm thì xin mời cút ạ,2182
Trịnh Sang rác xoá avt con tró của m rồi à cu . Cút đi giùm cái thứ 3/,2183
Nguyễn Quang Vinh parkky cay quá giờ lôi đủ thứ ra nói. Kkkk,2184
Trịnh Sang im moẹ đi mấy con cún cali . Cay quá toàn táp thôi. Bẩn quần vc,2186
Trịnh Sang thằng phản động cay cú,2189
"Nguyễn Quang Vinh tụi tao đâu có khịa parkey, tụi kì thị parkey, nói luôn thằng cha m ở VN nha , sủa cali đe.o xi nhê đâu",2190
Nguyễn Quang Vinh cali bawe tụi nó 90% là bắc kỳ 54 đó thằng ngu à,2191
Trường Trần cali bawe nào 90% là miền bắc? Tự bịa chuyện dở thế,2192
Vui LàChính chứ năm 1975 chạy giặc cộng sản là bắc 54 là nhiều. Mày ko nghe giọng nói ở Cali đa số giọng bắc à. Như thằng Nguyễn Cao Kỳ ko bắc kỳ là gì,2193
Trường Trần toàn 3we miền nam vnch đu càng chứ miền bắc lúc đó lo đá đít bọn m đi rồi,2194
Vui LàChính đa số bắc 54 vô là theo VNCH rất nhiều thằng ngu à. Rồi khi cộng sản vô thì bắc kỳ 54 lại chạy tiếp ra hải ngoại. Còn dân miền nam qua năm 1975 do khổ qua mới đi vược biên. Ngu thì để bô nói cho nghe,2195
"Trường Trần thế xin cái dẫn chứng bắc 54 theo vnch nào? Chứ đặc sản 3/ là tuyên láo, bịa chuyện, nhét chữ vào mồm nên nhìn cu em chính tả còn không xong thì nói gì đến lịch sử",2196
Vui LàChính à thì ra mày là một thằng bắc kỳ,2197
"Trường Trần haizz chán 3we quá cãi không lại bắt đầu chửi đổng, à mà anh dân Khánh Hòa nên anh là dân namki nhé cu em",2198
Trường Trần anh kêu anh cần dẫn chứng vnch toàn là bắc 54 của cu em mà? Chứ đâu ai hỏi bắc 54 nổi tiếng? Anh mà ngu thì cu em giờ này làm gì tồn tại để sủa bậy với xàm ngôn?,2200
Vui LàChính mày ko thấy đa số tướng tá VNCH là bắc kỳ 54 à. Vô đó mà đọc.,2201
"Trường Trần nè cu em à em còn non lắm, anh không phủ nhận 3we không chỉ mỗi miền nam nhưng mà cái con số 90% ở đâu ra? Cu em tự bịa à? Cali như này thì anh yên tâm không thiếu trò vui",2202
Vui LàChính anh đang ở Sài Gòn. A chỉ muốn nói cho cu nghe thôi. Còn cái đầu cu cứ đần vậy thì thôi anh kệ.,2203
"Trường Trần à thế thì cu em là cali nhưng đu càng hụt rồi :)))) muốn người ta nghe thì đưa ra dẫn chứng, bằng chứng rõ ràng chứ ai đâu như cu em mõm kêu 90% rồi anh hỏi 90% ở đâu ra thì cu em lại kêu tướng vnch đa phần là backy . Chỉ có đần mới đi bịa… See more",2204
Trường Trần sao nín rồi vậy em? Bị bắt bài nên sợ chạy như cách lũ bọn m chạy 30/4/1975 à,2205
Vui LàChính Đừng bao giờ tranh cãi với một thằng ngu. Vì khi đó nó sẽ kéo ta xuống ngang với trình độ của nó và đánh bại ta bằng kinh nghiệm ngu lâu năm,2206
Nguyễn Quang Vinh sao ông lại đi chọc thằng 3 cây con,2207
Nguyễn Quang Vinh nại đi tìm bố,2208
Trường Trần thôi em à lo đi học lại đi chứ đừng dùng mấy câu đạo lý :))) vì bọn đạo lý hay sống chán lắm,2209
Trịnh Sang chứ m là 3/ hay sao dãy nảy lên v,2210
Nguyễn Quang Vinh chả có gì mà cay rồi ghét. Xong ai cũng kêu là 3/// chịu,2211
Phạm Thế Anh cứ như tôi nè chả bao giờ bảo 3 que toàn bảo khơ me nhà rơm nhà lá,2212
"Nguyễn Quang Vinh miền nam khịa chứ cali nào ở đây, giận cá chém thớt à",2213
"Joy Yob miền Nam khịa thì chỉ có mấy thak sọc thôi con ạ,người ta nói thế chủ yếu trêu nhau chứ nói như m thì khác j m tự soi gương r nói đúng văn 3///",2214
Joy Yob lại 3/// mõm,2215
Joy Yob đúng nè,2216
Joy Yob miền trung nữa ông nhiều lúc t phải chửi chno mặc dù t cũng ở miền trung,2218
Nguyễn Quang Vinh m quay về vs game liên quân rác của m đi,2219
"Nguyễn Quang Vinh bth thôi anh, chỗ em có mấy ông chú hỏi em ở đâu em kêu dân Nam Kỳ này",2220
Vương Tử Kỳ nói nam bắc kì ko sao cả vấn đề là mấy cái video kiểu giết người chộm cắp đi mà vào nói bọn barky đấy bọn namkiki đấy thì bạn thấy thế nào,2221
"Đào Hiếu thật ra cái từ nam kỳ bắc kỳ đông kỳ tây kỳ được dùng từ thời phong kiến rồi, cái từ kỳ đó được chuyển đổi từ chữ thành, hồi phong kiến ngta gọi Bắc Thành nam thành tây thành đông thành khoảng mấy trăm năm về sau chuyển từ thành sang chữ kỳ bắ… See more",2222
"Nguyễn Quang Vinh cái đám này cũng gần đây, chắc cũng là Cali mới nhú",2223
Hoàng Hải Đăng đúng rồi ít ra nó không ở nhà tôn nhà rơm như namkiki cái bọn lai khơ me trí óc đần nhất trong 3 miền,2224
Hoàng Hải Đăng nghe giọng bọn khơ me mà chứ người đâu nói ngọng ngọng vậy,2225
"Hoàng Hải Đănggặp t ở bên mỹ là t cầm sún bắgn hết lũ parky đó, nó vẫn ở mexico băn nó như bắng gà thôi",2226
Hoàng Hải Đăng đã quá mợi. Xin video coi,2227
Nguyễn Quang Vinh,2228
Nguyễn Quang Vinh béc kỳ thì ăn rau muống lỳ như trâu chứ giề :)),2229
Nguyễn Quang Vinh ông đừng trêu đàn chó như vậy,2230
Nguyễn Quang Vinh bạn cũng đang pbvm đó. Vấn đề gì ở đây. Cũng là cá mè mà khác lứa thôi chứ bầy đặt lên án đồ ha,2231
Trương Hồ Công Quốc nó k pbvm. Cali miền nào của viet nam mà nói nó phân biệt.3/ là chó namky là miền nam.parky là bắc.đây là nó phân biệt chó với người,2232
"Nguyễn Quang Vinh cái bọn hay pbvm nhất lại là parky ! vì éo có ai miền nam mà ra bắc chúng mày mà chịu nổi cái tính bài ngoại của chúng mày cả ! còn lãnh đạo thì "" tbt phài là người miền bắc và biết ný nuận "" !!! cười ẻ",2234
Nông Hùng thấy ko ! parky điển hình bào sao người ta khinh,2240
Nông Hùng sao xóa cmt vậy parky !! để cmt cho người ta thấy văn hóa xứ parky chứ !!!,2242
Nông Hùng đúng là văn hóa parky !! cmt tực tiểu nói bậy xong xóa =]] còn xưng bố cơ !! kinh thế nhờ ... ! khá lắm parky,2244
Nông Hùng đúng rồi ! để hình đó .. cho mọi người thấy dc cái văn hóa parky trong người mày !! tốt lắm parky,2246
Nông Hùng cứ thể hiện vắn hóa parky càng nhiếu càng tốt nào !! tiếp đi nào parky .. để mọi người biết dc xứ parky có văn hóa như thế nào,2248
"Hiên Đỗ ông ơi, mấy thằng phân biệt vùng miền toàn mấy thằng cali chia rẽ tình cảm ae Việt Nam thôi , mà nghĩ cũng khổ, tại thằng bố con mẹ nó ngu bị đánh cho như 1 con chó phải đu càng đi ở ké nên tụi nó phân biệt là đúng r,mà ông có z thế",2251
"Phan Duc đúng rồi miền nam toàn lũ khát nước ,,, mấy ông bà miền nam xưa ngu nên giờ thành mấy mộ liệt sĩ còn cháu thì bị nói thành khát nước !! chỉ có parky là dân Việt Nam và yêu nước thôi",2254
Mạnh Là Tên mày biết tbt các đời có người nào mn ko ? và các chủ tích các đời người thanh nghệ tĩnh là đa số nhé !! cần tao show ra luôn ko ?? uvbct giờ cũng thanh nghệ tĩnh và parky nhé !! óc chó cũng ko biết gg mà đọc à,2256
Hiên Đỗ mày biết tbt Trần Phú không?,2258
Trần Nhật Minh cười ẻ bọn pbvm lại nói người khác pbvm !! =]],2259
"Mạnh Là Tên thì ra mày bị ngu !! Trấn Phú là ""Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương "" không phải Việt Nam nhé ! lúc đấy là bao gồm 3 nước V-L-C nhé !!! đọc cho rõ vào nhé",2260
"Trần Phú sinh ngày 1 tháng 5 năm 1904 tại thành An Thổ, phủ Tuy An, tỉnh Phú Yên (nay thuộc xã An Dân, huyện Tuy An, tỉnh Phú Yên), nguyên quán của ông ở làng Đông Thái, xã An Đồng, tổng Việt Yên, huyện La Sơn, phủ Đức Thọ, tỉnh Nghệ An (nay thuộc xã T… See more",2261
Hiên Đỗ óc mày viết Đảng cộng sản đông dương là tiền thân của đảng cộng sản VN k? Biết các ông sáng lập đảng cộng sản đông dương toàn người Việt k?. Biết ông Lê Duẩn k?,2262
Nguyễn Quang Vinh chỉ có packy tụi m mới nhột thôi còn tại sao nhột thì tự hiểu,2267
Minh Thuận ảnh thờ mà mày đặt làm ảnh bìa thế,2268
Minh Thuận đúng r mấy thằng tinh trùng khuyết tật cmay thì bộ não có suy nghĩ dc cái lồn gì đâu,2270
Minh Thuận bị đá đít năm 75 thì chả cay à,2271
Nguyễn Quang Vinh cay lắm r đk bạn,2272
Nguyễn Quang Vinh đau đớn quá pảky ạ,2273
"Phú Thiên pảky là cái gì vậy hả thằng tây nội địa,tiếng nước nào vậy,hay là không có nước",2274
Hai Zhivago ????,2275
Hai Zhivago bò đỏ lạc bầy ?,2276
Hai Zhivago,2277
Nguyễn Quang Vinh Sao nhiều thằng đéo phân biệt nổi pbvm vs cali nhờ =)) Muốn chửi thắng ngta đến thế cơ à=)) lôi hết nhưng gì mình học đc trên mạng =))),2278
Nguyễn Quang Vinh nói tới bắc kỳ là giựt như đĩa phải vôi.,2279
"Nguyễn Quang Vinh tao miền trung mà tao thấy mấy parky còn vô học hơn vài thằng 3que, chơi đểu xấu,chơi kiểu muốn ăn tay trên ngta, tự ái cao cũng parky ra hết",2280
Bill Kim chí mạng,2281
Bill Kim ok cái đấy thì t nhận nhưng trung kì muôn đời ọc ọc,2282
Nguyễn Quang Vinh bồn kì lắc ní nựng,2284
"Nguyễn Quang Vinh parky chả có vấn đề gì, chỉ là bọn nghe có vấn để dãy đành đạch thôi",2285
Nguyễn Quang Vinh chuẩn mấy th bk vs mấy th nk thì ai cũng như nhau,2286
"Nguyễn Quang Vinh nói chung padkkkyyy tốt quá mà ,bởi con cháu sao này ai nói tới là nhảy đảnh lên liền ,tổ tiên pakkkkyyy của mình còn đéo dám nhận",2287
"Nguyễn Quang Vinh t k phải 3/, t ở miền Trung mà cả làng cả xóm t ai ai cũng ghét parky",2289
Khunie Nguyễn Parky never die,2292
"Khunie Nguyễn màu của khát máu, màu của liên xô của trung cộn của khối xhcn tàn bạo",2293
Hân Ho thì?,2294
"Khunie Nguyễn màu máu là màu tanh nhất, tởm nhất, màu của quỷ.",2295
"Hân Ho thế trong chị đang mang thứ tanh nhất,tởm nhất,màu của quỷ à?",2296
Hân Ho mà y bị đầ n di truyền à con ml`,2298
Hân Ho ngon mà ngu thế em,2299
Khunie Nguyễn chúc mai bố bạn 49 ngày vui vẻ,2300
"Khunie Nguyễn đél ai lớn đi pbvm đâu thg óc Iồn ạ, nói cho đã xg h ngta nói lại nhảy dựng lên như bị đốt dái, cỡ m thì chame làm chó canh nhà cho mấy thằng tây lông cx ko có gì là lạ đâu thg con hoang ạ",2304
"Khunie Nguyễn nó là 3/ , cali con đó. Chấp nó làm gì ô . Rác thải mà. Kệ nó đi",2305
Khunie Nguyễn gia đình phản động đáng sống đâu,2306
Khunie Nguyễn “Khi mấy đứa tụi mày đi kì thị người ta thì có nghĩa là: tụi m đã đưa danh dự của cả gia đình tụi mày ra rồi. Tụi mày phải chấp nhận 2 kết cục: 1. Nó chửi gia đình mình thì mình nghĩ cách chửi lại nó 2. Chấp nhận đau thương là cả nhà bị … See more,2309
Hà Thị Phương,2311
"Tung Pham Duong tôi ở miền Trung, tôi nói được cả giọng Bắc-Trung-Nam kể cả giọng miền Tây vì tôi có bạn bè ở mọi miền. Nhưng ông bạn biết sao k? Tôi gặp 10 đứa ở trong Nam thì có tận 5 đứa là pbvm rồi, tôi hỏi sao lại pbvm thì chúng nó thở ra câu “ ôn… See more",2312
Khunie Nguyễn chúc bạn 30/4 vui vẻ,2314
Khunie Nguyễn chắc anh khát nước lắm nhỉ =)),2316
"Khunie Nguyễn mấy thằng khùng đó, mỗi lần nghe câu parky thì auto nói người khác Cali, đúng là óc trái nho y như nước sôi đổ háng",2318
Rong Sư Đê ngu ngục thật bạn ạ,2319
Khunie Nguyễn nhưng bắc kì hay là parky,2320
Khunie Nguyễn phàn biện lại cũng ngu vl còn ra vẻ,2321
Nguyễn Mạnh Cường bọn phân biệt vùng miền toàn gọi bắc kì là parky đó,2322
Khunie Nguyễn gọi thì kệ cụ chúng nó đi Còn ng bắc ai để tên parky bắc kỳ mới đúng nhé,2323
Khunie Nguyễn Riêng đã phân biệt Bắc Kì với Nam Kì thì chúng m với bọn 3 que đều như nhau,2325
Khunie Nguyễn bố cái thằng ngu bản chất từ parky đã là 1 từ pbvm vì nó là cách mà Pháp đặt cho miền Bắc lúc ta bị đô hộ đcm giờ cứ parky never die có mà die thằng bố mày,2326
Khunie Nguyễn t ng bắc t đéo thấy gì là tự hào cả đầy ng bắc mang cả cty lớn bé vào nam làm ăn còn k dám lấy tên đấy chúng m nghĩ mang cái tên phân biệt vùng miền mà bọn thực dân pháp nó đặt cho thì hay ho lắm à? Thời sự ngta cũng khuyên k nên phân biệ… See more,2327
Khunie Nguyễn thì không nói ai mà biết,2328
Khunie Nguyễn chuẩn b,2329
Khunie Nguyễn vậy xác định những ngày tới dẹp tiệm là vừa,2330
Khunie Nguyễn nói v ai mà chả hiểu nhầm hả anh,2331
Khunie Nguyễn kiếp nô lệ vào Nam làm thuê mà tự hào nhỉ,2332
Khunie Nguyễn rồi a m có chóooo nào zô mua hàng hông zị,2333
Khunie Nguyễn nhỏ không học lớn lên giải thích như cái lỗ đít t,2334
Khunie Nguyễn vậy sao ko kêu thằng anh mày đặt mẹ tên shop là Bắc Kỳ luôn cho nó tự hào :))))),2335
Khunie Nguyễn ngu si đần độn,2336
Khunie Nguyễn nam cry,2338
Khunie Nguyễn nó khịa kêu rạng danh kaka. Đúng óc,2339
Khunie Nguyễn yêu nước kiểu ngu thì im mẹ mày hết đi cả thằng anh mày nữa. Toàn lũ ngu tưởng thế là hay,2340
Nguyễn Tôn parky rất cay,2341
Nguyễn Tôn,2342
Khunie Nguyễn 2 ae đần đặt quả tên ngu -))),2343
"Khunie Nguyễn parky là gì vậy, tiếng nước nào thế,hay là không có nước",2345
"Mạnh Cường Những ảnh này để luôn chiến thắng này người anh em bắc kỳ của tôi, những người Việt xịn, người Việt chính tông",2347
Tung Pham Duong ảnh xaoloz photoshop chứ có cái éo,2348
Tung Pham Duong cái page ghẻ gì có lèo tèo vài like thế này,2350
Nguyen Pino :)))) khổ. họ Nguyễn Thanh Hóa mà biết được chắc đã không gửi con cháu vào nam. nghĩ mà thấy tội nghiệp thế hệ con cháu. sao thế nhỉ hehe. kẻ thua cuộc thì cứ ám ảnh mãi. người giàu thì vẫn cứ giàu và lãnh đạo 3 miền :))) khổ. cay cay. đúng… See more,2351
"Tung Pham Duong haha, đứa cay nhất là đứa nghe 2 từ parky ấy nghe bth mà nhỉ",2352
Nguyen Pino bố cái thằng ngu m biết cội nguồn của việt nam bắt đầu từ đâu k? K có cụ tổ của m di dân vào nam mà sống k có cụ tổ mày đánh chiếm từ hà nội vào vũng tàu thì móc ra cái lũ vô ơn như tụi m hả. 1 lũ bán nước biết bao nhiêu lần để bọn bắc kỳ … See more,2353
"Bắc Kỳ (người Việt xịn) và nô +-+lệ mọi của họ. yêu Bắc Kỳ, những người Việt chính tông",2354
"Quả Biển này bọn cali, xỏ lá 3 que ,tây nội địa phải khóc ra máu !",2355
Quang Học namkiki nhìn đái ra máu liền..kk,2356
Lorion Sang kiki là 1 động vật,2358
"Lorion Sang ờ, vào Nam nói 3 que xem có sống sót ra đến Bắc được không lại k hiểu tại sao.",2359
Lorion Sang nè bạn. có group luôn,2361
"Tung Pham Duong làm gì có group đó, ghép ảnh xaoloz là giỏi",2365
"Quang Học quả biển này càng khiến mọi người gọi chúng mày là parky thì nên vui đi, chúng mày thừa nhận là parky mà",2366
Nguyen Pino ok con zai yêu,2367
"Nguyen Pino Thương thay cái kiếp đu kàng Quê hương chẳng có, cố hương chẳng còn Đến ngày thống nhất Bắc Nam (30-4)… See more",2368
"Quang Học Người miền Bắc là người Việt xịn, người Việt chính tông mà lại",2370
Ngô Trung Nghĩa thiệt là thông minh đang trend lun,2374
Tung Pham Duong xin link gr,2376
Tran Anh Tuan vào group giao lưu ông,2379
anh em Bắc Kỳ vừa thông minh vừa học giỏi. người Việt chính tông có khác. mãi lãnh đạo dân tộc Việt Nam,2380
Vũ Xuân Thiện vl phóng khoáng,2382
Nguyễn Khang k có dính tới mấy vụ này đâu mà nghe câu phóng khoáng hơi ứ ừ =))),2383
Nguyễn Khang phóng khoáng chắc trời sặp,2384
"Nguyễn Nhất Minh anh có làm gì đâu tự ái em trai , dân miền trung tụi anh quanh năm lo cấy cầy nuôi gia đình . Đấy kêu phân biệt vùng miền thì tự ái , chắc nhà em gia phả hình tròn , cha mẹ em đi theo tụi nguỵ nên em mới có tư duy như vầy :))) . Để anh… See more",2385
"Nguyễn Nhất Minh đồng nghiệp bạn bè người bắc tao đứa nào cũng phóng khoáng , tiền ra bắc chơi nó còn chi trả . Mình sao người ta mới sống vs mình kiểu đó . Xem lại bản thân mình nhé :))) chứ t cho mấy đứa bạn miền tây mượn tiền tới h biệt tăm r đó . Xui thôi .",2386
"Kaiz Trần bọn n chưa ra khỏi cái hốc lên tư duy v đấy , tư duy bị bọn chống phá đầu độc n chỉ đến thế thôi kk",2387
"Nguyễn Nhất Minh mõm nhôm đi hơi xa em trai ơi . 21 năm của e lớn ghê . Miền nào cũng v e trai , xui cho e là e chơi phải người k ra gì . A cũng đang tìm 2 đứa miền tây thiếu nợ a đây .",2388
"Nguyễn Nhất Minh anh đâu có cọc tính em :))) anh đang nói cái nết đã đ’ có biết tư duy đúng sai , người làm với mình là ai mình đi phân biệt vùng miền . Tới lúc ngta nói lại thì kêu k biết . Mà t nhắc lại , t dân miền trung . Bắc trung hay nam hay đâu … See more",2389
"Nguyễn Nhất Minh “ 4 thằng miền bắc “ mà em nói , a k biết có thật hay k . Mà nó k đại diện cho cả vùng miền nào . Ai làm gì em e hãy chê trách người đó . Chứ cỡ như e mới làm xấu mặc người miền tây đó em .",2390
"Nguyễn Nhất Minh thôi dơ quá e trai , tới cái áo em mặc em cũng mua hàng fake thì nghèo với giàu thì a cũng k thèm nói",2391
Nguyễn Nhất Minh miền tây k lừa thầy phản bạn hả :))),2392
"Nguyễn Nhất Minh :))) anh người miền trung em ạ . Bạn anh miền tây cũng nhiều lắm , người tốt cũng nhiều lắm . Mà lần đầu gặp thằng đã xấ.u người còn xấu nết . Tư duy dưới đít con trâu . Anh chịu :)))",2393
"Nguyễn Nhất Minh ráng làm coa tiền rồi đi đây đi đó cho mở mang e ạ. Chứ e còn trẻ người non dạ quá :)) lại hay thích nghe ngta nói nữa , sống phải tự trải nghiệm chứ.",2394
Nguyễn Nhất Minh em đã nghèo tư duy còn nghèo cả tình dân tộc . Haiz chán :)) . Kêu ng.u thì tự ái .,2396
Nguyễn Nhất Minh chắc mẹ em trong đám a vừa nói quá :))),2397
"Nguyễn Nhất Minh vậy em lôi cả một vùng là đúng :))) , em xoá cmt cũng v . :)))",2398
"Nguyễn Nhất Minh em dỡ lắm , lại với k lại :))) đã hèn r còn to mồm .",2399
Kaiz Trần chơi mà chặn e ạ,2400
Ngô Trung Nghĩa em nó còn hẹn tôi mà chưa kịp lấy địa chỉ tôi gửi công an nữa,2401
"Nguyễn Nhất Minh em trai fake từ đầu tới đuôi , tới cái áo em mặc cũng fake huống hồ chi lời em nói e trai à :)) thôi dừng tại đây . Mai có bài .",2402
"Nguyễn Nhất Minh người miền Bắc bản tính vốn sống tính toán tiết kiệm để tích góp của cải, ko hào sảng như người miền Nam, nhưng thời buổi bây giờ kinh tế phát triển người Bắc có tiền chơi có khi người Nam chơi ko lại đâu, còn người Bắc sống trong Nam … See more",2403
Nguyễn Nhất Minh chứ còn chê người ta nghèo với Keo thì đất đẹp miền tây nhà chú mày dân bắc người ta mua gần hết ở những dự án lớn rồi đấy :)) học hỏi nhiều vào để hiểu biết nha.,2404
"Nguyễn Nhất Minh mai em tl cho mấy anh chị người bắc đang sinh sống tại miền tay , cái bè đó em . A gửi cho ngta đăng luôn .",2405
Nguyễn Nhất Minh lý luận chứ kp ní nuận cháu à. Trong mọi cuộc tranh luận. Thằng nào sai chính tả là thằng đấy thua r. Thương cháu,2406
"Nguyễn Nhất Minh mới 21 năm thì còn trẻ người non dạ lắm e :)) e chưa hiểu sâu được đâu, ở đâu cũng có người này người kia thôi, e cứ ở trong Nam mà nhìn người Bắc sống thì em đánh giá vậy hơi thiếu xót.",2407
"Nguyễn Nhất Minh nói chuyện với chú mày a thấy phí thời gian thật, chắc do giáo dục từ thế hệ trước :)) tóm lại chú mày ghét dân Bắc đúng k :)) nếu ghét sẵn rồi thì a k còn gì để nói nữa",2408
Nguyễn Nhất Minh,2409
Nguyễn Nhất Minh con bạn gái em có thằng bồ chí ghê :))),2410
"Nguyễn Nhất Minh k có lớn thì ìm , trãi nghiệm chưa tới mà cứ thích người này thế này thế này thế ki . Cmt sặc mùi phân biệt vùng miền . Tưởng thế là khôn",2411
Nguyễn Nhất Minh chào cháu Minh Đầu tiên chú rất hoan nghênh khi cháu vô fb chú chơi. Niềm vui chưa dc bao lâu thì thấy cháu phân biệt vùng miền bằng những lời lẽ k lịch sự và có giáo dục cho lắm. Với tuổi đời còn non trẻ và vốn sống còn hạn hẹp vậy mà… See more,2413
"Lê Thiện Toàn để a nhờ ae Tiền giang kiếm coi. Có gì đoàn mình xuống xây nhà tình nghĩa cho cháu cũng dc e. Cho cháu đi học rồi làm lại cuộc đời, tái hoà nhập vs cộng đồng chứ th hỏng hết 1 thế hệ. Xấu mặt anh em 63 quá",2414
Lê Thiện Toàn cháu nó hết wifi hết địa bàn r e. Xoá cm vs chặn fb a luôn. Buồn,2415
"Lê Thiện Toàn chặn tui rồi , tui đi khắp miền tây chưa thấy ai như thằng này .",2416
Ngô Trung Nghĩa,2417
"Ngô Trung Nghĩa chửi quá , hù quá thằng nhỏ cất bàn phím đi ngủ rồi pa",2419
Lê Thiện Toàn Lộc Huỳnh check dùm a với,2420
Lê Thiện Toàn dí ác :)))),2421
"Ngô Trung Nghĩa mai có PA05 , tìm ra đủ mã VNID của cháu luôn dc ko",2422
Ngô Trung Nghĩa ok ok a,2423
"Lộc Huỳnh thôi,đừng nghe khứa parky này xúi bậy e nè. Để cho tụi nhỏ nó lớn lên trong đạo đức đi e",2424
Lộc Huỳnh sợ check var xong cháu nó lại ẩn thân chi thuật hết hơi,2425
Lê Thiện Toàn 21t cháu nó k có đạo đức mới đang cho cháu nó học lại chứ k hỏng hết,2426
"Ngô Trung Nghĩa mấy a lớn vô sấm chớp ghê quá , a tìm ra cái thằng ronado j đó cho e dc ko",2427
Ngô Trung Nghĩa parky thì nói parky có cần phải ẳng lên như bị dẫm trúng vài đuôi vậy,2428
Tuấn Huỳnh có ai chối đâu. Đang nc lịch sự vs cháu nó mà. Bắc nói ng Bắc sao phải ngại nhỉ.,2429
Ngô Trung Nghĩa sao chép ở đâu thế,2430
Tuấn Huỳnh à tao thấy có con chó chuyện nào cũng thấy mặt ý mà,2432
Ngô Trung Nghĩa quê tha nó chú ơi xóa bình luận mất tiu rrr,2433
Ngô Trung Nghĩa T người Nam dân gốc sài gòn nhưng bọn phân biệt vùng miền nên dọng cứ* vô họng nó,2434
Ngô Trung Nghĩa ê tự nhiên lòi ra con 1 khó chiuj quá,2435
Ngô Trung Nghĩa thưa ngài,2436
Lê Thiện Toàn ơ t bắt đc con chó 3 / này có khát nước không cu,2437
Lê Thiện Toàn có ghẹ thơm ha,2439
Nguyễn Nhất Minh sống sao mà con ghệ mình k dám đăng hình mình lên . Tệ :))),2440
"Nguyễn Nhất Minh cái ngữ phân biệt như m k gặp đc người tốt đâu e trai :))). Mây tầng nào ốp mây tầng đó . Em thế nào thì em gặp người thế đó thôi , tư duy với ý thức như c’ mà hay phán quá em",2441
Nguyễn Nhất Minh đã móm rồi còn sống tệ :))),2442
Nguyễn Nhất Minh cách ăn nói nó làm nên con người mình em ạ . Khổ . Đã k tốt rồi còn ng.u .,2443
Nguyễn Nhất Minh may em ở cái bè dưới đó chứ e lết lên sg một khúc nữa thôi là em còn nữa khúc liền với cách nch của e trai á .,2444
Nguyễn Nhất Minh thương cháu. Vậy là hết thuốc với cháu rồi. Ráng ăn uống cho đầy đủ bệnh tình mau khỏi cháu nhé.,2445
Nguyễn Nhất Minh Lộc Huỳnh em iu ở 63 có biết cháu thất lạc của a ở đâu nhắn a nhé. A xuống thăm cháu tí. Lâu ngày a k gặp. Thương cháu nó quá,2446
"Ngô Trung Nghĩa hi a ruột, để e tìm phụ a đứa cháu thất lạc phụ a.",2447
Lộc Huỳnh iu e.,2448
Ngô Trung Nghĩa ơ sao cmt khứa pbvm kia biến mất hết v ạ em cũng muốn tham gia combat nữa,2449
Châu Buê chắc em đó trưởng thành r e à. A cũng đâu có combat đâu. Đang chú cháu tình cảm mà cháu nó lặn mất tiêu,2450
"Nguyễn Nhất Minh xoá chi em trai , sống có chơi có chịu . Dơ thế",2451
Kaiz Trần kkkk,2452
Vũ Xuân Thiện ăn bám,2453
Vũ Xuân Thiện phóng khoáng nghe lấn cấn quá ông =)),2454
