ID,comments
439,Mặt như lol trâu
440,Khầy Thích Chuyển Khoản
441,điệu cười man trá
442,Thầy đẹp trai wá
443,có quân sư hiến kế...kkk... thằng này nó còn tạc tượng của nó nữa kìa. trong miệng chỉ sủa adi đà phật ngoài ra ko biết j về kinh phật...
444,Thích Car Money
445,lưu manh đội lốt
446,Lửa
447,"Cu trọc này dở trò moi tiền dân , tu gì mà chỉ nghĩ cách lừa dân vậy ?"
448,Nhìn. Cái. Mặt. Của. Thần.
449,Hung Nguyen mới xong
450,Lộc Giá tài khoản của thầy nhưng tên ngừoi khác . Sau này dễ xử lý …tầm vài năm hoàn y. Thầy có tiền tỷ đi massgge 3 e
451,Tieu Vy Tran Sáng Nguyễn nhỳnh thợ tu kìa....... Kaka
452,Đm thằng Hô
453,Có j lạ đâu.h báo mới biết
454,Con chó
455,Thầy !Thầy ơi là thầy .!
456,Mé nhìn cái tướng mặt.
457,Trà My nè
458,Võ Tuấn khầy đây
459,Binh Nguyen chắc ai ghét gày bẫy thầy á
460,Võ Tuấn ai mà kì cục
461,Nhìn mặt hãm
462,Mặt dún Phạm Đời ik z r. Khuong TranBi NguyễnNguyễn Văn TúNguyễn Văn ToànHuỳnh Toàn
463,Trung Tín thích thuận đời
464,Thả con tép bắt con tôm . Mn cứ kêu tỳ hỷ chứ ko ép nhưng mà có ai nhận r ko biếu lại cái j đó có thấy ngại ko ? Dĩ nhiên là có bản thân t cũng vậy nên Bank 1 ít . Chiến thuật m@ céc tingggg cả
465,Nhìn là biết…
466,"Nguyễn Thị Thu Hương Các thầy chỉ cúng dường rồi đem về làm giầu cho cá nhân nhà mình,Cá nhân em thấy bây giờ nhà nào mà có sư chủ trì 1 ngôi chùa nào đó nhà rất giầu"
467,bố thằng lưu manh .xấu dai..
468,Minh Đoàn Phạm nó xấu đau đớn thôi chứ bố nó không có xấu
469,Thằng trọc này nhìn mặt gian wá..!?
470,"Chả trách được họ, cái người tự nguyện quỳ lạy họ và giao tiền cho họ mới đáng sợ"
471,trước lúc tu chắc đi bán thuốc sơn đông mãi võ
472,Nước đi này tại hạ xin bái phục
473,Mô phật. Thầy kinh doanh giỏi quá ạ
474,Hùng Nguyễn thời tới rồi.... không cản được
475,Khi nào các Khầy không biết xài tiền Lúc đó tôi mới tin các Khầy
476,Nhìn thầy này mình k có cảm tình chút nào ak
477,"Núp bóng chùa, giả từ thiện, đặc quyền không sao kê ..khoẻ re."
478,Dũng Nguyễn Chí dân u mê nên khổ
479,Thời buổi 4.0 tui còn chưa tin tui .chứ nói gì tin mấy ông sư đầu trọc này.
481,Thằng này có năng khiếu làm kinh tế á...
482,Nhìn thằng loz này hãm thật
483,Thằng xôi thịt! Ăn nói như phường Thảo khấu.
484,Vaiz bìuuu. Tu vài năm vừa dc sướng. Vừa dc bốc phét. Vua dc miếng xin ngon. Khôn hết phần trẻ con. :)))
485,Thời tới các khầy cản không nổi
486,Uy tín đấy.. Chân tu đấy...
487,Có chùa nào ở VN nuôi 2000 cụ cao tuổi như thầy k. Xã hội loài ng càng ngày càng mù quáng đắm chìm trong vật chất
488,Không dám nói sợ khẩu nghiệp
489,Chắc ai chơi xấu thầy
490,chắc bỏ túi riêng !!!
491,Mút bố không ..?
492,Thích car money :))
493,Maketing gứm đấy! Thả con tép bắt con tôm
494,Tùy hỉ .hỉ hỉ hỉ
495,Phải nghe thuyết giảng vụ chym bay vào lồn...g của khầy mới hay
496,Nhìn chán hơn nhìn con dán bò !!!
497,Thằng này tu tập gì
498,Cái mỏ như Toilet Địa ngục tầng 7 Thái Sơn Vương đang chờ mày trọc ơi Sám hối Bồ Đoàn nhanh lên… See more
499,Phật tử thương thích chuyển khoản cho đi xa bờ luôn .gia nhập trại của nhà nước nuôi
500,Cúng tam bảo chứ có biếu ông ấy đâu. Ông ấy ăn của Tam bảo thì ông ấy bị nghiệp quật
501,Tiền cúng dường cho mày.t cúng bố mẹ t luôn.phật là jr.phật trong tâm.lúc dái nào cúng dường cúng chiếu
503,Khầy có bộ răng cặp ko tượt thứ gì
504,Nhìn mồm lon no như con cá dọn bề
505,Nhìn đã thấy day mất đểu mà mọi người ko nhận ra còn u mê
506,Nói về phật thì k ai giám hỗn . Còn cái vị sư thích đầu buồi này. Miệng rộng vkl. Ae thấy k
507,Nhìn cái mặt thầy uy tín vãi
508,"Thầy gì toàn là họ Mõ , mõm chu , mũi nhòm mồm thế , nhìn phát gớm"
509,Nhìn mặt thằng trọc mặc áo cà sa mất lộc thật
510,Nhìn mặt mà đặt niềm tin nhá mn thấy cái mặt này tôi thấy buồn ói
511,Lap Tran Hien
512,Khầy ăn loz gì mà khôn thế . Diss bố mấy thằng quỷ tăng này lên kiểm tra tài sản xem chúng nó ăn cắp ăn trộm tiền công đức vs tiền các phật tử cúng dường cho chùa
513,Công Hải Đinh
514,trư bát giới chuyển thế :))
515,Ông này món tủ là thịt c hó sao í
516,Cẩm Thơ
517,Má con chó lợn này
518,Mặt thầy gì mà d â m Vcl
519,Quảng Năng
520,Ắ ắ ắ......đù.............
521,Máy miệng rộng. Bú lol ghê lắm
522,Nguyễn Bá Chiến
523,"Khầy Tin Tin, Tin... Tin...."
526,Nhìn cái tướng Như kiểu con buôn làm ăn kte
531,Yến Nhi La Quốc
532,Phương Bắc 1 máy 110k tùy lòng phật tử dưới 110k phật tử vui lòng gửi máy lại cho thầy
533,Bùi Hữu Hoà
534,Thuy Nguyen Thanh :)))))
535,Lâm Mi chán thật
536,Minh Tân Sáo :))
537,Thịnh Trương
538,Ella Phan
539,Lisa Nguyễn ông thầy này nc tao lao ghê á
540,Dương Thị Hải Yến
541,Lê Hoàng Huy =]]
542,Nguyễn Nga
543,Sơn Nguyễn Hong Nguyen
544,Nguyễn T. Thuỳ Trang
545,Anh Tuyen
546,My Quynh
547,Nguyễn Hoàng Kha
548,Trang Sky
549,Mi Nhon
550,Duy Khánh
551,Mồm thầy mà bổ ....à mà thôi.
552,"Khầy này thì cầm chắc thuộc GHPG VN nhé, ko cần phải ra công văn như với Thầy Minh Tuệ."
553,Lêsỹ Tâm
554,"Hải Quay Xe nghề mới, buôn thần bán thánh mấy mà giàu."
555,Vụ này không thấy Giáo Hội Phật Giáo lên tiếng ?
556,? ? ?
557,Chuyện đơn giản có thế thôi mà thí chủ cũng đưa lên Facebook Đã bảo tùy tâm rồi mà
558,Mồm như con cá dọn bể thế kia thì đớp không trượt phát nào luôn
559,Thích lợi nhuận - thầy ma cô !!!
560,Mang khầy đi nấu cao đi thôi
561,Thầy Thích Ting Ting Tâm hướng phật. Tai hướng banking
562,"Trước ông này đã từng học khoá mangktin,,qua quá trình tu luyện giờ mới thành chín quả"
563,Dơ vãi
564,"Gương mặt như ác quỷ, nói chuyện cười ha hả nước miếng, nước mồm chảy thấy ớn. Tu hành gì tầm này."
565,thầy bà đéo gì loại này
566,Chiêu kinh doanh 1 vốn 4 lời vãi chưởng
567,Thằng này ngày xưa bị con nhỏ massa quán tao tố massa mò vếu mà không chịu bo nè
568,Miệng toạc oặc gớm quá
569,Thầy chơi zdị ai chơi lợi thầy ư..
570,. BÀY TRÒ MOI TIỀN DÂN MÌNH QUANH NĂM MÔ PHẬT THIỆN TAI NAM MÔ A DI ĐÀ PHẬT TIỀN DOLLARS CHÚC MỪNG SƯ THÍCH NHUẬN ĐỨC DOLLARS
571,"bây giờ toàn thích đủ thứ , thấy sơ minh tuệ vậy bọn thích đủ thứ sợ ko làm theo đc nên đố kỵ"
572,Đỗ Văn Tuấnn
573,Đang cọc gặp m nữa
574,Lê Uy Trần bị Vinh Râu zỗ zái chưa sợ
575,Lê Uy Trần ôi giám đốc. . Hông thưởng tết dì hết nha.
576,Năm nay thỏ dắt ae đi đánh bài đá gà r rảnh đâu mà ngồi edit clip cho ae xem năm nay coi chừng trailer cũng k có
577,Thanh Thông Ngô đi xây thêm cầu cá tra cũng không chừng
578,Khánh Duy câu cầu cá tra 81 tầng :))
579,Tết thì coi phim việt nam nha. Hoạt hình thì phải chờ hết tết
580,Khoa Bui phải 25h mới xem được hoạt hình nha bro
581,làm cái trailer cho coi đỡ đi 33333
582,M ra trailer coi đở đi
583,Thùng xốp đây
584,Nguyễn Thị Yến Nhi các tông đỡ nha thùng xốp cháy hàng r
585,"Burn out nó v đó, giờ tụm lại kéo xì dzach là vừa"
586,Hên Nguyễn cái áo ông 5 đâu r m
587,HieuTran Tran thì nào khai sòng mình mặc
588,Đùa gòy
589,Chán luôn
590,Xuânn Maii thùng xốp đâu
591,Nguyệt Nga đang cất trên nóc tủ
592,Xuânn Maii mé
593,Bung đi thỏ tròi oi t bị bánh cuốn lắm r
594,koooo
595,Kệ mầy
596,Minh Mẫn mé r tết ngồi ăn cơm coi cái gì tr
597,Vương Quốc Qui coi đại chiến hầm cá tra
598,Minh Mẫn ăn ngon dữ à
599,"Hãy overthinking, over imagine, over idea hay bất cứ cái j khác chứ đừng overload"
600,Chưa đến 1/4 mà.
601,Nguyen Dinh Ban có donate hông mà dí quá dị
602,Một cái PC hình cầu cá tra hai tầng.
603,Nguyen Dinh Ban Xịn anh ơi
604,để chụp màn hình lại chứ mai mốt idol lại chối :)))
605,Chọn thùng xốp hay gỗ xưa nói lẹ
606,Nhà Giá Rẻ Chỉ có những căn nhà dưới 1 tỷ!
607,Có mỗi việc ăn với đi nhà cầu thôi mà làm phim cũng không xong kịp
608,Quỳnh Nga ác m sẽ TC tết kkk
609,Làm đéo gì đâu mac over vâyu thimz
610,M ăn tiền của tụi t gồi mất hết nhiệt huyết đúng khummm Thổn Lò
611,Cứ làm xong rồi Tết năm sau release
612,Cạo đầu m nha Thỏ lo làm cho kịp ko thì đừng có ra đường
613,đùa hả
614,Dẹp đi còn zề nữa
615,Ủa thế cuối cùng có đc đi ia với ông Năm idol ko thì biểu nè?
616,Đợi quá đợi tết coi mà ko kịp
617,Cầu cá tra 2 tầng phần 2 của t muốn thành thỏ bảy món ko?
618,Ủa con Thỏ năm nay không rủ Ông Năm về quê nữa hả Thỏ Bảy Màu ơi
619,Buồn
620,Là mài có thật sự định ra phần 2 không thỏ!!!!! Sắp tới Tết Đoan Ngọ gòi nèeeee
621,"nói đii Thỏ Bảy Màu , mài đem cầm để có tiền đánh bài tết với con Én hay khứa Heo Đen"
622,Thỏ đùa hay thật á!!! Tôi tới nhà Thỏ ở Cà Mau chúc Tết giờ á!!!
623,M tin t cho mất dấu hỏi trong tên luôn k
624,Bị hội hầm cá đánh sml hả gì mà ko ra kịp v Thỏ
625,"Rồi, m thu cầu cá tầng 2 ấm rồi cần gì ra nữa"
626,"cho con thỏ xuống tầng 1 cầu cá tra nào anh em, ẻ lên đầu nó"
627,Mày khỏi !!
628,Đang cọc gặp em nữa Nguyễn Như Ngọc
629,Trần KanJ hoy mà bớt giựn
630,Nguyễn Như Ngọc copy cmt fía dưới
631,Thỏ nó ra phim rồi nè : Hậu duệ ông Năm Bảnh
632,để coi lại thần bài miền tây đỡ há..
633,Xin cái hình khai xuân
634,Đợi bay màu luôn rồi
635,Donate thêm thì nhanh tiến trình hơn k thỏ =))
636,Kim Đặng chán nhỏ Thỏ này ghê
637,Ngọc Thuý Duyên buồn Thỏ
638,Chắc bữa toàn cứt nên nay Tết sợ đưa thêm tập cứt nữa thiên hạ chửi rồi bày đặt than overload
639,Bận xây cầu cá 2 tầng hả thỏ
640,Nguyễn Việt Hiền Lam cầu cá traaa chắc thuộc thoại luon r
641,Hoàng Ngọc Lan chấp niệm cầu cá tra 2 tầng
642,Đầu tư thông minh với căn nhà dưới 1 tỷ tại Nhà Giá Rẻ TPHCM
643,Nhà Giá Rẻ Nơi chỉ có những căn nhà giá rẻ!
644,thỏ bay màu
645,Quạo ó thỏ
646,Làm xuyên tết liền cho chụy
647,Mất tết r
648,có cái hầm cá tra toàn cá với cứt mà vẽ lâu thế
649,Đậu má delay quài là tụt donate nha nha!
650,"Khoongggggggg Khưu Nguyên Khương , tao chờ Tết để coi hoạt hình thỏ mà"
651,thỏ bay màu bay màu r hả
652,không có để coi luôn nè bà Đoàn Thị Changg :>
653,T lục lại ông 5 coi :)))
654,M ôm tiền trốn rồi phải không con thỏ kiaaaaaa
655,làm trailer đỡ đii
656,Không có toi un Phô lô bà đó
657,Làm cái 10s cũng được pà ơi
658,Hiền +1 ý kiến
659,"Thì qua Tết, định đi gỡ dốn phải hông"
660,T không có care đâu nên m cứ thông thả đi thỏ
661,Mỹ Phước nhịn ăn cơm
662,Nguyễn Nh Ý hết món chính để ăn cơm r
663,Ra trailer trc ik thỏ
664,Nhanh trí đổi tên page bỏ dấu ? Là ra
665,Cất ngay cái chiếu quỷ đi nha má :)))
666,M ra trailer cũng dc :))
667,Thỏ bay màu
668,Qua tếtt
669,Thứ chúng tôi cần là đại chiến cầu cá :)))
670,Cầu cá tập 2 của t đâu ????
671,Lại đùa à Thỏ
672,Đưa thùng xốp cho t
673,M ra kao rì pọt page :((
674,Kie Nguyễn hóng mún chớt lun
675,Mày muốn ăn kit xào sả ớt ko
676,Gì v thỏ làm t hóng quài à
677,29 tết ko phải 1/4 đâu thỏ =))
678,Thỏ đi đánh bài gỡ lại vốn ạ =))))
679,Ko chịu đâu thor oiiii
680,Thì tập trung riêng cho dự án tết thôi
681,Muốn thịt con thỏ nảy ghê
682,Đi úp sọt con thỏ này với chụy Jasmine Nguyen
683,Ngọc Hiếu chờ em dọn nhà xong ra đi liền ạ
684,Lo kéo xì dách không làm nè
685,ăn sương sương 1 tỷ mấy no mấy cái tết luôn :))
686,"Hết tết rồi, thế hoạt hình tết của kao đâu???"
687,coi đỡ hoạt hình Spy x Family lúc 11h đim
688,Thôi ko đủ full tập thì trailer đi Thỏ
689,Thế là tết nay Thor bay màu à
690,Dỗi nha thỏ
691,Ra trailer đc r=((
692,M k lo làm hoạt hình lo rủ thằng én quánh liên quân chi để hong kịp hả thỏ
693,Đinh Đăng Khoa tưởng có coi ăn tết
694,Gia Tuấn nhịn đi e
695,Đinh Đăng Khoa
696,Trailer dc rồi
697,""" """
698,Đặng Nhựt Nam coi lm biếng kìa
699,Sơn Leo đang bị ép suất chiếu đó
700,"Chắc hong phải đâu, chắc là 30 Tết tung clip cho mng bất ngờ á"
701,Chung Tú sồu
702,Khánh Như mấy nay ngày nào cũng coi thần bài:))
703,My Huyền thôi thế là vẫn ị lên đầu nhau
704,Màiii ôm tiền tỷ trốn lun hả thỏ bảy sắc cầu dòng
705,Đăng Hiển Trần Anh Thy chiện cũ ko bỏ qua được rồi
706,M đùa t hả thỏ?
707,Dỡn mặt hả
708,Ụ ẹ cđ thỏ ko chịu làm phim tại nó mắc làm cái rồi Sang Phạm
709,ụa đợi cầu cá lòi trĩ á bà
710,Không ấy m sờ chim đi thỏ
711,"Kinh tế đã khó khăn rồi, m cũng tiết chế nữa hả thổn lò"
712,gì v mảy
713,nhanh mà làm đi ở đó mà kêu...đang dư thừa mấy cái thùng xốp đây.
714,Cọc nghe thỏ ra tết để coi chứ
715,"Ơ mày, bậy nha"
716,Tụi t cũng overload nè Thỏ ơi Thư Phương
717,Mộng Thu nooooo nhớ cái cầu cá của thỏ quá r
718,Thu Phương lâu quá rồi c được cười nhiều dị
719,Mộng Thu thỏ bận đi gỡ vốn r
720,Thái Bình chài ơi
721,Buồn thế
722,Tụi m lại làm bà con thất vọng nữa rồi kkkkkkk
723,Mấy ông đi kéo xì zách phớ hôn?
724,Nguyễn Thanh Hải qua tết coi
725,Ngoc Man bùn quá
726,Xì dách chung cho đỡ bùn nè thỏ
727,M nướng hết tiền vào bài bạc chứ gì nữa
728,Xuân Tuyền giống m
729,Nguyễn Trường An tui con người liêm chính nha bạn
730,Đấy t đã bảo mỗi năm 1 tập mà
731,Dỡn mặt hả :)))
732,Tại mầy mải ăn chơi xa đoạ quá đấy
733,làm cái trailer th cduoc tr ơi
734,ew kh dỡn nha con thỏ kia
735,Coi trailer cũng đc thỏ ơi=))))))
736,Nhiều cái khoái giỡn mặt hả
737,Kệ ban chứ
738,k chịu đâuuu
739,demo nhỏ nhỏ t cũng dc
740,Tao chuẩn bị sẵn thùng xốp rồi đó Thỏ
741,Vy Cỏ đi cầu nhiu quá kg có thời gian rồiiii
742,Cô Châu :)))
743,"Hoàn Lê con thỏ nó đi gỡ vốn gòi, tết này chắc lại khô máu"
744,Thỏ nì làm đc mấy món dị quí dị
745,Băng Nghi bải màu là bải món đó ku
746,Ẻ quá
747,Zỡn mặt hã???
748,bỏ over đi load sẽ kịp nha thỏ ơi
749,Ksao Năm sau gỡ lại hhah
750,Trễ thành kịp luôn hả thỏ^^
751,m ói cái trailer ra đây
752,Không thể nàoooooo
753,Ê dỡn mặt hả:)
754,"Khôngggggg, mấy người đừng overload nữa, chiếu phim hoạt hình cho tui coi đi :((("
755,Làm đại cái trailer gì đi chứ không có gì coi. Kêu ông năm hát nhạc tết cũng được
756,Đợi thỏ ra phim mà mòn lỗ đuýt h thỏ lại nói z
757,Quăng cái trailer thâu cũng được
758,ko ra cái j coi đỡ là thành thỏ bay màu nha
759,Ơ năm nay ko có thỏ
760,"phải kịp, vào làm lẹ đi=))"
761,Phạm Ngô Bảo Trâm thảo nàoo
762,Ngô Văn Hưnghuhuhu
763,Sốc năm nay bùn thiệt lun
764,Con thỏ nó đi đánh bài hết tiền r
765,"Buồn nha bà, tui nôn bà ra phim để tui coi tết á"
766,thật hay đùa phải làm
767,giỡn mặt hả
768,Chỉ có Nhà Giá Rẻ bạn tìm kiếm nhà giá dưới 1 tỷ không còn là khó khăn!
769,Lam Trường Nguyên Đặng gòi luôn :))
770,Nguyễn Ngọc Quỳnh Nhi chán không chứ
771,Rủ Én sang Cam rồi phải khong?
772,TẾT mà không có phim thì lấy lại tiền đô nết :))
773,Dỗi vcb
774,hết tết =))
775,Thỏ bay màu ùi :<
777,Bùn
778,Bùn dị thỏ
779,làm dị mà coi được
780,Khóc thét :<<<
781,Kim Cương khóc
782,Thỏ tồi v
783,thoi ra tết cũng đc nhe thỏ
785,Unsub bây giờ :))
786,M gửi stk đi
787,K kịp xoá kênh
788,Chúc mừng ông năm đc cái tết bình an r..
789,Làm dị mà coi được hả m
790,Ra tết rồi ra cũng được. Miễn là có coi
791,ơ cìa=))
792,R cầu cá tra nữa đâuuuuuuuu
793,Thôi thả cái trailer coi đỡ ghiền đi thỏ :)))
794,M lo đánh bài phải hong Thỏ
795,em thuộc thần bài miền tây luôn r sốp :)))))))
796,Làm xuyên tết liền cho t
797,Chắc tao xào mày quá Thỏ
798,Cc hủy folo
799,"Tết mọi người rãnh và hóng , m tin tụi t búng trứng dái m nổ như pháo tết luôn hok :))"
800,Đề nghị tăng ca kk
801,Tao lóc m nhen Thỏ
802,Thanh Thanh lóc liền cho e
803,Đỗ Nguyễn Kỳ Duyên rồi xong
804,Thiên Hương
805,Bay màu
806,Thôi gỡ dốn đi rồi từ từ ra bé ơi
807,Tuyển thêm hoạ sĩ k ạ =))
808,"Lê Phương Thảo chị quen bạn sếp bên này đó, để chị hỏi cho"
809,Thảo Trang chị Trang gửi em qua đấy học animation đi
810,tết năm sau coi
811,Trừ 1 sud gòi
812,chắc quăng vô thùng xốp luôn quá
813,Bảo Ngọc ôi khônggggg
814,Ê má cọc nghe
815,"Nay ko chặt ""Heo"" hay bắn ""Cá"" buồn lắm á nha"
816,Chánnn
817,hongg chệuuu
818,Chơi gì kì v màiii
819,Nguyệt Huỳnh nè cho khỏi thắc mắc hổm giờ =))))
820,giỡn mặt t hả thỏ
821,T bỏ subscribe nha thỏ
822,"Honggg, hỏng chiệuuuu Họggggggg Đạt Đú Đỡn lỏ luônnnn"
823,Chán zị thỏ
824,Ship cho t cái thùng xốp gấp Đm thỏ
825,Bạn lại đùa tôi rồi
826,Năm sau ra phim chiếu rạp đi m
827,:)))) hay rồi
828,K ra tết bỏ follow
829,Giỡn mặt hả
830,Năm nay ko kịp nên mùng 1 Tết mới có phim hử
831,Ông năm ông để thằng thỏ coi thường tụi tui dị hả.
832,Trần Thanh Tú hu
833,Mai hicc
834,Gì z thỏ:))
835,Ông 7 bận nghỉ ăn tết à??
836,Trần Vỹ Khang ông 5 nha kk
837,Phúc Thịnh ông 7 xóm trên uống trà với ổng é kk
838,Xây cầu cá tra 2 tầng thì nhanh lắm
839,Khok đó
840,"Ơ kìa, về tài à =))))"
841,ra i mò
842,Chán chưa
843,coi chừng cầu cá sáng nhất đêm nay nhen thỏ
844,Lee Jin Huyn k có để xem rồi :)))
845,Mày mang tiền đi kéo xì dách hết rồi đúng ko
846,Dị thì sẽ có Thỏ Bảy món
847,Phạm Thành Đạt buồn luôn
848,ô trailer cho đỡ nghiền
849,gắp gắp ê
850,Chờ lâu r mà k thấy tập mới
851,Nhaa Quynhh khóc thành sông luon aaa
852,Tram Thuy buồn vaiiiiiii
853,năm sau bù 2 bộ luôn
854,Chơi kì mậy
855,T đang thèm lắm!!!!
856,Phếu Phạm có ngừi pùn
857,Buồn v
858,đùa kao hả
859,Buồn dọ bà
860,M nốc cho lắm vào chứ gì
861,Làm trailer thôi ní
862,Trần Gia Hân hông chịu
863,Hoài Thanh hic ko chịu đâu
864,Hoài Thanh đánh sập cái page này đi
865,Hoài Thanh thỏ bay màu
866,Giỡn mặt hả thỏ
867,Nín thở chờ ra trailer
868,Ní hứa quài ln á
869,Phải xong
870,Xuân Bách đ' ?
871,Đặng Huỳnh chú chỉ ngang con muỗi thôi đấy
872,Xuân Bách ra Tết muỗi nó đấm cho ...
873,phần 2 đợi lâu quá chừng mà hông thấy
875,Pùn j ko có phim thỏ coi chời
876,Khỏi coi
877,Lưu Gia An năm ni k có hoạt hình xem lúc giao thừa nữa
878,Lê Phan Bảo Ngọc xem nhạc thiếu nhi cụng đựt
879,Lưu Gia An có nhạc thíu nhi remix giựt giựt k sốp?
880,Bùn z tr tết này mong thỏ ra tập mới thoiii đóoo
881,Minh Hoàng Nguyễn uk bùn ha
882,Xuan Anh bùn thiệt tết năm nay hóng thỏ ra tập mới
883,Trailer tạm đê
884,Trần Tài đúm
885,Thịt thỏ nướng thôi
886,Buồn luôn
887,"M có nhả lẹ không Thỏ, kh t cầm sổ đỏ ông Năm giờ=)))"
888,M đi đánh bài nên k có tg chứ gì Nhi Nhi
889,Hương Nguyễn m cần bnh tiền để ra phim
890,Trần Thùy Ninh sướng nhá
891,Thôi ra cái trailer trước cũng được
892,Hay là chưa tết đã lấy tiền làm phim thua xì dách hết r :))
893,"èoooo, puần loăn"
894,Giờ Thỏ giàu rồi mà
895,chán m thật chớ thỏ
896,Đặng Hoàng Long Khánh đi đâu đây
897,r buồn luôn
898,"ee, hong chịu"
899,Thỏ đi đánh bài gòi
900,Trần Hồng Ngọc chán wa i
901,Như Huỳnh
902,Buồn quá:(
903,Ra đại chiến cầu cá lẹ đi thỏ
904,bà lyyyyy
905,"Mày làm biếng vừa thoi thỏ, bắt tao xem lại mấy tập cũ nữa à"
906,Nghỉ tết đi m :)))
907,Quả mù chăng
908,Kệ mi
909,làm ăn z chết r
910,tụi m lo ẻ
911,Son Vu ơ kìaaaa
912,Miêu Miêur r nó bài bạc nx r:v
913,Nx An chắc nướng nốt mấy đồng donate còn tồn đọng:)
914,Đùa ko vui đâu thỏ
915,Thái Bình hết xem Tết con nhé:))))
916,:)))) không chấp nhận
917,Nguyên Chương hong chịu cũng phải chịu
918,Năm sau bù lại 2 nha m
919,Ní làm nhiều cái coi hong được
921,:))) chúng toi bị nghiện thỏ
922,Giỡn hãaa
923,Ghệ t hỏi nào ra kìa :))) lẹ lên
924,Block luôn
925,Lốc m nghe thỏ
926,Thanh Ngân bất ngờ thặc
927,Khiêm Nguyễn e biết trc gòi
928,Trailer thôi cũng được ní ơi
929,Thanh Quỳnh đợi cầu cá tra mà t sắp già luôn r
930,M giỡn mặt hả ?
931,Rin Trần mắc gì cọc dịa?
932,T khóc nha thỏ
933,có khi nào con thỏ nó lấy tiền qua macao rồi ko
934,làm cái trailer coi đỡ bùn i
935,"Buồn z thỏ hoi kệ, nào có thì coai"
936,Con thỏ xài hết tiền rồi
937,Thỏ đem tiền đi xây cầu cá hết rồi anh em
938,nghệ thuật kéo seeding là đây Trang Trần
939,Trần Tuấn Cường xây dc nhà cầu 3 tầng hết mị nó tiền rồi
940,Trung Trần bởi cứ để cầu cá trê đi ko chịu
941,Thích nấu rô ti không thỏ
942,Mệt nhaa
943,:))) lâu la quá nha
944,Mày khoải lý do t dell quan tâm phim t đâu
945,Nghỉ tết đi thỏ
946,Ra nhanh lên đêi
947,Hóng lắm r
948,Không kịp t đốt kênh
949,Khum seooooooo Nghỉ Tết vuiiii
950,M rủ con én đánh bài chứ gì
951,Giỡn hem
952,ít cũng phải đc cái trailer ngheeeeeeeeeeeee
953,đang đùa hay đang giỡn v Thỏ???)
954,Thỏ ăn Tết r ...
955,Trần Thu Hà ơ kìa
956,Trần Thùy Dung coi lại tập năm ngoái
957,Trần Thu Hà thần bài miền ti
958,Trần Thùy Dung năm nay mất 1 tay thần bài hột é
959,Làm trailer thôi cũng đc
960,chờ đc :))))
961,Bảo Trâm hết có thỏ
962,Hồng Vân buồn luônn
963,Doanh Huynh xồu
964,:)) con thỏ này chặt xác trôi sông
965,nhỏ này tr
966,K chấp nhận
967,Có làm đâu mà kịp
968,Khong đượt phải kịp
969,Giỡn mặt hả =)))?
970,hãy nói là bịp đi mà
971,Ê m ngụy biện như v t kh đồng ý r. Đề nghị khẩn trương
972,M gom tiền đi tài xỉu rồi phải ko
973,đừng có ní do
974,Đéo được
975,Ủa rồi Phần tiếp đâu Thor
976,Để tụi t cày lại mấy cái vd cũ của m phát
977,dỡn mặt hả
978,Mình dã bộ làm trailer thoai được khum =))
979,"Mày nói cái gì zậy thỏ,"
980,Cần một cú quay xe
981,vỡn mặt hả
982,Bùn r lấy dùi cui đút đít thỏ đi
983,kì ghê tr
984,Trailer cũng đc mà thỏ
985,Ko chịu
986,overload là bận ngồi kéo xì dách phải k thỏ
987,bùn dị mấy mẹ
988,chán đời
989,"chịu trách nhiệm đi, ko t cho thành thỏ bay màu"
990,Hủy đk kênh
991,Nguyễn Hiền lót tích (
992,Ra đaih cái vid nào vui vui r còn tí niu cũng đc m.ơi
993,Cố mà làm
994,Quay team overload như nào đăng lên thay thế phim Tết cũng đc
995,Thùng xốp
996,Thỏ xào lăng :)))
997,Ơid ơi bùn
998,Thỏ bay mau
999,Dỡn mặt hả:)
1000,Không kịp hoạt hình tết là pay acc nha mày
1001,đợi P2 cầu cá tra hơi lâu r nha Thỏ Bảy Màu
1002,"Tao đốt cái cầu cá m àh nha, liệu hồn àh"
1003,Sầu luôn
1004,"Thanh Hoaa học pts, pr,ae. tự làm hoạt hình coi"
1005,chỉ giỏi hứa hẹn thôi. Kkkk
1006,Mai phen Thanh Nguyên coi nè
1007,Mình phe thỏ bạn ơi
1008,1 tỷ dễ kiếm quá nhỉ
1009,Hoàng Bảo buồn 1 tý
1010,Phạm Khả Ýý ulatr
1011,Phạm Khả Ýý đi nhậu vs e nè
1012,"Hoàng Bảo cảm ơn, ráng uống nhiều lên ha =))"
1013,Hoàng Bảo ngộ nghĩnh haha
1014,Phạm Khả Ýý ae người ta một năm mới gặp một lần mà
1015,Thỏ cũng cần nghỉ Tết mà
1016,Thỏ Bảy Màu ăn cứt
1017,Đặng Văn Tún bịp vãi
1018,Làm được không. Không làm đc nghỉ moẹ đi. Đợi cả năm không nổi 1 cái phim tết
1019,Ngọc Tuấn gòi gòi :))
1020,Phươngg Thanhh gòy gòy con thỏ xong gòyyyy
1021,Ngọc Tuấn thỏ bay màu gòi
1022,Ta bỏ theo dõi mi ròi nào ra phim ai coi thì coi
1023,Moá. T hong
1024,Biết mà
1025,"Thì bỏ over đi, load đc r"
1026,Kha Phạm rùi xong
