text,ID
khi nào các khầy không biết xài tiền lúc đó tôi mới tin các khầy,475
nhìn thầy này mình k có cảm tình chút nào ak,476
núp bóng chùa; giả từ thiện; đặc quyền không sao kê ..khoẻ re.,477
 username  dân u mê nên khổ,478
thời buổi 4.0 tui còn chưa tin tui .chứ nói gì tin mấy ông sư đầu trọc này.,479
thằng này có năng khiếu làm kinh tế á...,481
nhìn thằng loz này hãm thật,482
thằng xôi thịt! ăn nói  username  phường thảo khấu.,483
vaiz bìuuu. tu vài năm vừa dc sướng. vừa dc bốc phét. vua dc miếng xin ngon. khôn hết phần trẻ con. :))),484
thời tới các khầy cản không nổi,485
uy tín đấy.. chân tu đấy...,486
có chùa nào ở vn nuôi 2000 cụ cao tuổi  username  thầy k. xã hội loài ng càng ngày càng mù quáng đắm chìm trong vật chất,487
không dám nói sợ khẩu nghiệp,488
chắc ai chơi xấu thầy,489
chắc bỏ túi riêng !!!,490
mút bố không ..?,491
thích car money :)),492
maketing gứm đấy! thả con tép bắt con tôm,493
tùy hỉ .hỉ hỉ hỉ,494
phải nghe thuyết giảng vụ chym bay vào lồn...g của khầy mới hay,495
nhìn chán hơn nhìn con dán bò !!!,496
thằng này tu tập gì,497
cái mỏ  username  toilet địa ngục tầng 7 thái sơn vương đang chờ mày trọc ơi sám hối bồ đoàn nhanh lên… see more,498
phật tử thương thích chuyển khoản cho đi xa bờ luôn .gia nhập trại của nhà nước nuôi,499
cúng tam bảo chứ có biếu ông ấy đâu. ông ấy ăn của tam bảo thì ông ấy bị nghiệp quật,500
tiền cúng dường cho mày.t cúng bố mẹ t luôn.phật là jr.phật trong tâm.lúc dái nào cúng dường cúng chiếu,501
khầy có bộ răng cặp ko tượt thứ gì,503
nhìn mồm lon no  username  con cá dọn bề,504
nhìn đã thấy day mất đểu mà mọi người ko nhận ra còn u mê,505
nói về phật thì k ai giám hỗn . còn cái vị sư thích đầu buồi này. miệng rộng vkl. ae thấy k,506
nhìn cái mặt thầy uy tín vãi,507
thầy gì toàn là họ mõ ; mõm chu ; mũi nhòm mồm thế ; nhìn phát gớm,508
nhìn mặt thằng trọc mặc áo cà sa mất lộc thật,509
nhìn mặt mà đặt niềm tin nhá mn thấy cái mặt này tôi thấy buồn ói,510
 username ,511
khầy ăn loz gì mà khôn thế . diss bố mấy thằng quỷ tăng này lên kiểm tra tài sản xem chúng nó ăn cắp ăn trộm tiền công đức vs tiền các phật tử cúng dường cho chùa,512
 username ,513
trư bát giới chuyển thế :)),514
ông này món tủ là thịt c hó sao í,515
 username ,516
má con chó lợn này,517
mặt thầy gì mà d â m vcl,518
 username ,519
ắ ắ ắ......đù.............,520
máy miệng rộng. bú lol ghê lắm,521
 username ,522
khầy tin tin; tin... tin....,523
.,524
.,525
nhìn cái tướng  username  kiểu con buôn làm ăn kte,526
nan,527
…,528
nan,529
.,530
 username  la quốc,531
 username  1 máy 110k tùy lòng phật tử dưới 110k phật tử vui lòng gửi máy lại cho thầy,532
 username ,533
 username  :))))),534
 username  chán thật,535
 username  :)),536
 username ,537
 username ,538
 username  ông thầy này nc tao lao ghê á,539
 username ,540
 username  =]],541
 username ,542
 username  hong nguyen,543
 username ,544
 username ,545
 username ,546
 username ,547
 username ,548
 username ,549
 username ,550
mồm thầy mà bổ ....à mà thôi.,551
khầy này thì cầm chắc thuộc ghpg vn nhé; ko cần phải ra công văn  username  với thầy minh tuệ.,552
 username ,553
 username  nghề mới; buôn thần bán thánh mấy mà giàu.,554
vụ này không thấy giáo hội phật giáo lên  username g ?,555
? ? ?,556
chuyện đơn giản có thế thôi mà thí chủ cũng đưa lên facebook đã bảo tùy tâm rồi mà,557
mồm  username  con cá dọn bể thế kia thì đớp không trượt phát nào luôn,558
thích lợi nhuận - thầy ma cô !!!,559
mang khầy đi nấu cao đi thôi,560
thầy thích ting ting tâm hướng phật. tai hướng banking,561
trước ông này đã từng học khoá mangktin;;qua quá trình tu luyện giờ mới thành chín quả,562
dơ vãi,563
gương mặt  username  ác quỷ; nói chuyện cười ha hả nước miếng; nước mồm chảy thấy ớn. tu hành gì tầm này.,564
thầy bà đéo gì loại này,565
chiêu kinh doanh 1 vốn 4 lời vãi chưởng,566
thằng này ngày xưa bị con nhỏ massa quán tao tố massa mò vếu mà không chịu bo nè,567
miệng toạc oặc gớm quá,568
thầy chơi zdị ai chơi lợi thầy ư..,569
. bày trò moi tiền dân mình quanh năm mô phật thiện tai nam mô a di đà phật tiền dollars chúc mừng sư thích nhuận đức dollars,570
bây giờ toàn thích đủ thứ ; thấy sơ minh tuệ vậy bọn thích đủ thứ sợ ko làm theo đc nên đố kỵ,571
đỗ văn  username n,572
đang cọc gặp m nữa,573
 username  bị vinh râu zỗ zái chưa sợ,574
 username  ôi giám đốc. . hông thưởng tết dì hết nha.,575
năm nay  username  dắt ae đi đánh bài đá gà r rảnh đâu mà ngồi edit clip cho ae xem năm nay coi chừng trailer cũng k có,576
 username  đi xây thêm cầu cá tra cũng không chừng,577
 username  câu cầu cá tra 81 tầng :)),578
tết thì coi phim việt nam nha. hoạt hình thì phải chờ hết tết,579
 username  phải 25h mới xem được hoạt hình nha bro,580
làm cái trailer cho coi đỡ đi 33333,581
m ra trailer coi đở đi,582
thùng xốp đây,583
nguyễn thị  username  các tông đỡ nha thùng xốp cháy hàng r,584
burn out nó v đó; giờ tụm lại kéo xì dzach là vừa,585
 username  cái áo ông 5 đâu r m,586
 username  thì nào khai sòng mình mặc,587
đùa gòy,588
chán luôn,589
xuânn  username i thùng xốp đâu,590
 username  đang cất trên nóc tủ,591
xuânn  username i mé,592
bung đi  username  tròi oi t bị bánh cuốn lắm r,593
koooo,594
kệ mầy,595
 username  mé r tết ngồi ăn cơm coi cái gì tr,596
 username  coi đại chiến hầm cá tra,597
 username  ăn ngon dữ à,598
hãy overthinking; over imagine; over idea hay bất cứ cái j khác chứ đừng overload,599
chưa đến 1/4 mà.,600
 username  có donate hông mà dí quá dị,601
một cái pc hình cầu cá tra hai tầng.,602
 username  xịn anh ơi,603
để chụp màn hình lại chứ  username  mốt idol lại chối :))),604
chọn thùng xốp hay gỗ xưa nói lẹ,605
 username  chỉ có những căn nhà dưới 1 tỷ!,606
có mỗi việc ăn với đi nhà cầu thôi mà làm phim cũng không xong kịp,607
 username  ác m sẽ tc tết kkk,608
làm đéo gì đâu mac over vâyu thimz,609
m ăn tiền của tụi t gồi mất hết nhiệt huyết đúng khummm thổn lò,610
cứ làm xong rồi tết năm sau release,611
cạo đầu m nha  username  lo làm cho kịp ko thì đừng có ra đường,612
đùa hả,613
dẹp đi còn zề nữa,614
ủa thế cuối cùng có đc đi ia với ông năm idol ko thì biểu nè?,615
đợi quá đợi tết coi mà ko kịp,616
cầu cá tra 2 tầng phần 2 của t muốn thành  username  bảy món ko?,617
ủa con  username  năm nay không rủ ông năm về quê nữa hả  username  ơi,618
buồn,619
là mài có thật sự định ra phần 2 không  username !!!!! sắp tới tết đoan ngọ gòi nèeeee,620
nói đii  username  ; mài đem cầm để có tiền đánh bài tết với con  username  hay khứa  username ,621
 username  đùa hay thật á!!! tôi tới nhà  username  ở cà mau chúc tết giờ á!!!,622
m tin t cho mất dấu hỏi trong tên luôn k,623
bị hội hầm cá đánh sml hả gì mà ko ra kịp v  username ,624
rồi; m thu cầu cá tầng 2 ấm rồi cần gì ra nữa,625
cho con  username  xuống tầng 1 cầu cá tra nào anh em; ẻ lên đầu nó,626
mày khỏi !!,627
đang cọc gặp em nữa nguyễn  username ,628
 username  hoy mà bớt giựn,629
nguyễn  username  copy cmt fía dưới,630
 username  nó ra phim rồi nè : hậu duệ ông năm bảnh,631
để coi lại thần bài miền tây đỡ há..,632
xin cái hình khai xuân,633
đợi bay màu luôn rồi,634
donate thêm thì nhanh  username  trình hơn k  username  =)),635
 username  chán nhỏ  username  này ghê,636
 username  buồn  username ,637
chắc bữa toàn cứt nên nay tết sợ đưa thêm tập cứt nữa thiên hạ chửi rồi bày đặt than overload,638
bận xây cầu cá 2 tầng hả  username ,639
 username  cầu cá traaa chắc thuộc thoại luon r,640
 username  chấp niệm cầu cá tra 2 tầng,641
đầu tư thông minh với căn nhà dưới 1 tỷ tại  username  tphcm,642
 username  nơi chỉ có những căn  username !,643
 username  bay màu,644
quạo ó  username ,645
làm xuyên tết liền cho chụy,646
mất tết r,647
có cái hầm cá tra toàn cá với cứt mà vẽ lâu thế,648
đậu má delay quài là tụt donate nha nha!,649
khoongggggggg  username  ; tao chờ tết để coi hoạt hình  username  mà,650
 username  bay màu bay màu r hả,651
không có để coi luôn nè bà  username  :>,652
t lục lại ông 5 coi :))),653
m ôm tiền trốn rồi phải không con  username  kiaaaaaa,654
làm trailer đỡ đii,655
không có toi un phô lô bà đó,656
làm cái 10s cũng được pà ơi,657
 username  +1 ý kiến,658
thì qua tết; định đi gỡ dốn phải hông,659
t không có care đâu nên m cứ thông thả đi  username ,660
 username  nhịn ăn cơm,661
 username  hết món chính để ăn cơm r,662
ra trailer trc ik  username ,663
nhanh  username  đổi tên page bỏ dấu ? là ra,664
cất ngay cái chiếu quỷ đi nha má :))),665
m ra trailer cũng dc :)),666
 username  bay màu,667
qua tếtt,668
thứ chúng tôi cần là đại chiến cầu cá :))),669
cầu cá tập 2 của t đâu ????,670
lại đùa à  username ,671
đưa thùng xốp cho t,672
m ra kao rì pọt page :((,673
 username  hóng mún chớt lun,674
mày muốn ăn kit xào sả ớt ko,675
gì v  username  làm t hóng quài à,676
29 tết ko phải 1/4 đâu  username  =)),677
 username  đi đánh bài gỡ lại vốn ạ =)))),678
ko chịu đâu thor oiiii,679
thì tập trung riêng cho dự án tết thôi,680
muốn thịt con  username  nảy ghê,681
đi úp sọt con  username  này với chụy  username ,682
 username  chờ em dọn nhà xong ra đi liền ạ,683
lo kéo xì dách không làm nè,684
ăn sương sương 1 tỷ mấy no mấy cái tết luôn :)),685
hết tết rồi; thế hoạt hình tết của kao đâu???,686
coi đỡ hoạt hình spy x family lúc 11h đim,687
thôi ko đủ full tập thì trailer đi  username ,688
thế là tết nay thor bay màu à,689
dỗi nha  username ,690
ra trailer đc r=((,691
m k lo làm hoạt hình lo rủ thằng  username  quánh liên quân chi để hong kịp hả  username ,692
 username  tưởng có coi ăn tết,693
gia  username  nhịn đi e,694
 username ,695
trailer dc rồi,696
""" """,697
 username  coi lm biếng kìa,698
 username  đang bị ép suất chiếu đó,699
chắc hong phải đâu; chắc là 30 tết tung clip cho mng bất ngờ á,700
 username  sồu,701
 username  mấy nay ngày nào cũng coi thần bài:)),702
 username  thôi thế là vẫn ị lên đầu nhau,703
màiii ôm tiền tỷ trốn lun hả  username  bảy sắc cầu dòng,704
 username  trần anh thy chiện cũ ko bỏ qua được rồi,705
m đùa t hả  username ?,706
dỡn mặt hả,707
ụ ẹ cđ  username  ko chịu làm phim tại nó mắc làm cái rồi  username ,708
ụa đợi cầu cá lòi trĩ á bà,709
không ấy m sờ chim đi  username ,710
kinh tế đã khó khăn rồi; m cũng tiết chế nữa hả thổn lò,711
gì v mảy,712
nhanh mà làm đi ở đó mà kêu...đang dư thừa mấy cái thùng xốp đây.,713
cọc nghe  username  ra tết để coi chứ,714
ơ mày; bậy nha,715
tụi t cũng overload nè  username  ơi  username ,716
 username  nooooo nhớ cái cầu cá của  username  quá r,717
 username  lâu quá rồi c được cười nhiều dị,718
 username   username  bận đi gỡ vốn r,719
 username  chài ơi,720
buồn thế,721
tụi m lại làm bà con thất vọng nữa rồi kkkkkkk,722
mấy ông đi kéo xì zách phớ hôn?,723
 username  qua tết coi,724
 username  bùn quá,725
xì dách chung cho đỡ bùn nè  username ,726
m nướng hết tiền vào bài bạc chứ gì nữa,727
 username  giống m,728
 username  tui con người liêm chính nha bạn,729
đấy t đã bảo mỗi năm 1 tập mà,730
dỡn mặt hả :))),731
tại mầy mải ăn chơi xa đoạ quá đấy,732
làm cái trailer th cduoc tr ơi,733
ew kh dỡn nha con  username  kia,734
coi trailer cũng đc  username  ơi=)))))),735
nhiều cái khoái giỡn mặt hả,736
kệ ban chứ,737
k chịu đâuuu,738
demo nhỏ nhỏ t cũng dc,739
tao chuẩn bị sẵn thùng xốp rồi đó  username ,740
 username  đi cầu nhiu quá kg có thời gian rồiiii,741
 username  :))),742
 username  con  username  nó đi gỡ vốn gòi; tết này chắc lại khô máu,743
 username  nì làm đc mấy món dị quí dị,744
 username  bải màu là bải món đó ku,745
ẻ quá,746
zỡn mặt hã???,747
bỏ over đi load sẽ kịp nha  username  ơi,748
ksao năm sau gỡ lại hhah,749
trễ thành kịp luôn hả  username ^^,750
m ói cái trailer ra đây,751
không thể nàoooooo,752
ê dỡn mặt hả:),753
khôngggggg; mấy người đừng overload nữa; chiếu phim hoạt hình cho tui coi đi :(((,754
làm đại cái trailer gì đi chứ không có gì coi. kêu ông năm hát nhạc tết cũng được,755
đợi  username  ra phim mà mòn lỗ đuýt h  username  lại nói z,756
quăng cái trailer thâu cũng được,757
ko ra cái j coi đỡ là thành  username  bay màu nha,758
ơ năm nay ko có  username ,759
phải kịp; vào làm lẹ đi=)),760
phạm ngô  username  thảo nàoo,761
 username huhuhu,762
sốc năm nay bùn thiệt lun,763
con  username  nó đi đánh bài hết tiền r,764
buồn nha bà; tui nôn bà ra phim để tui coi tết á,765
thật hay đùa phải làm,766
giỡn mặt hả,767
chỉ có  username  bạn tìm kiếm nhà giá dưới 1 tỷ không còn là khó khăn!,768
 username  nguyên đặng gòi luôn :)),769
 username  chán không chứ,770
rủ  username  sang cam rồi phải khong?,771
tết mà không có phim thì lấy lại tiền đô nết :)),772
dỗi vcb,773
hết tết =)),774
 username  bay màu ùi :<,775
kệ mầy,776
bùn,777
bùn dị  username ,778
làm dị mà coi được,779
khóc thét :<<<,780
 username  khóc,781
 username  tồi v,782
thoi ra tết cũng đc nhe  username ,783
giỡn mặt hả,784
unsub bây giờ :)),785
m gửi stk đi,786
k kịp xoá kênh,787
chúc mừng ông năm đc cái tết bình an r..,788
làm dị mà coi được hả m,789
ra tết rồi ra cũng được. miễn là có coi,790
ơ cìa=)),791
r cầu cá tra nữa đâuuuuuuuu,792
thôi thả cái trailer coi đỡ g username  đi  username  :))),793
m lo đánh bài phải hong  username ,794
em thuộc thần bài miền tây luôn r sốp :))))))),795
làm xuyên tết liền cho t,796
chắc tao xào mày quá  username ,797
cc hủy folo,798
tết mọi người rãnh và hóng ; m tin tụi t búng trứng dái m nổ  username  pháo tết luôn hok :)),799
đề nghị tăng ca kk,800
tao lóc m nhen  username ,801
 username  lóc liền cho e,802
đỗ nguyễn  username  rồi xong,803
 username ,804
bay màu,805
thôi gỡ dốn đi rồi từ từ ra bé ơi,806
tuyển thêm hoạ sĩ k ạ =)),807
 username  chị quen bạn sếp bên này đó; để chị hỏi cho,808
 username  chị trang gửi em qua đấy học animation đi,809
tết năm sau coi,810
trừ 1 sud gòi,811
chắc quăng vô thùng xốp luôn quá,812
 username  ôi khônggggg,813
ê má cọc nghe,814
"nay ko chặt ""heo"" hay bắn ""cá"" buồn lắm á nha",815
chánnn,816
hongg chệuuu,817
chơi gì kì v màiii,818
 username  nè cho khỏi thắc mắc hổm giờ =)))),819
giỡn mặt t hả  username ,820
t bỏ subscribe nha  username ,821
honggg; hỏng chiệuuuu họggggggg  username  lỏ luônnnn,822
chán zị  username ,823
ship cho t cái thùng xốp gấp đm  username ,824
bạn lại đùa tôi rồi,825
năm sau ra phim chiếu rạp đi m,826
:)))) hay rồi,827
k ra tết bỏ follow,828
giỡn mặt hả,829
năm nay ko kịp nên mùng 1 tết mới có phim hử,830
ông năm ông để thằng  username  coi thường tụi tui dị hả.,831
 username  hu,832
 username  hicc,833
gì z  username :)),834
ông 7 bận nghỉ ăn tết à??,835
 username  ông 5 nha kk,836
 username  ông 7 xóm trên uống trà với ổng é kk,837
xây cầu cá tra 2 tầng thì nhanh lắm,838
khok đó,839
ơ kìa; về tài à =)))),840
ra i mò,841
chán chưa,842
coi chừng cầu cá sáng nhất đêm nay nhen  username ,843
 username  k có để xem rồi :))),844
mày mang tiền đi kéo xì dách hết rồi đúng ko,845
dị thì sẽ có  username  bảy món,846
 username  buồn luôn,847
ô trailer cho đỡ ng username ,848
gắp gắp ê,849
chờ lâu r mà k thấy tập mới,850
 username  khóc thành sông luon aaa,851
 username  buồn vaiiiiiii,852
năm sau bù 2 bộ luôn,853
chơi kì mậy,854
t đang thèm lắm!!!!,855
 username  có ngừi pùn,856
buồn v,857
đùa kao hả,858
buồn dọ bà,859
m nốc cho lắm vào chứ gì,860
làm trailer thôi ní,861
 username  hông chịu,862
 username  hic ko chịu đâu,863
 username  đánh sập cái page này đi,864
 username   username  bay màu,865
giỡn mặt hả  username ,866
nín thở chờ ra trailer,867
ní hứa quài ln á,868
phải xong,869
 username  đ' ?,870
 username  chú chỉ ngang con muỗi thôi đấy,871
 username  ra tết muỗi nó đấm cho ...,872
phần 2 đợi lâu quá chừng mà hông thấy,873
 username  bay màu,874
pùn j ko có phim  username  coi chời,875
khỏi coi,876
 username  năm ni k có hoạt hình xem lúc giao thừa nữa,877
 username  xem nhạc thiếu nhi cụng đựt,878
 username  có nhạc thíu nhi remix giựt giựt k sốp?,879
bùn z tr tết này mong  username  ra tập mới thoiii đóoo,880
 username  uk bùn ha,881
 username  bùn thiệt tết năm nay hóng  username  ra tập mới,882
trailer tạm đê,883
 username  đúm,884
thịt  username  nướng thôi,885
buồn luôn,886
m có nhả lẹ không  username ; kh t cầm sổ đỏ ông năm giờ=))),887
m đi đánh bài nên k có tg chứ gì  username ,888
 username  m cần bnh tiền để ra phim,889
 username  sướng nhá,890
thôi ra cái trailer trước cũng được,891
hay là chưa tết đã lấy tiền làm phim thua xì dách hết r :)),892
èoooo; puần loăn,893
giờ  username  giàu rồi mà,894
chán m thật chớ  username ,895
 username  đi đâu đây,896
r buồn luôn,897
ee; hong chịu,898
 username  đi đánh bài gòi,899
 username  chán wa i,900
 username ,901
buồn quá:(,902
ra đại chiến cầu cá lẹ đi  username ,903
bà lyyyyy,904
mày làm biếng vừa thoi  username ; bắt tao xem lại mấy tập cũ nữa à,905
nghỉ tết đi m :))),906
quả mù chăng,907
kệ mi,908
làm ăn z chết r,909
tụi m lo ẻ,910
 username  ơ kìaaaa,911
 username r r nó bài bạc nx r:v,912
 username  chắc nướng nốt mấy đồng donate còn tồn đọng:),913
đùa ko vui đâu  username ,914
 username  hết xem tết con nhé:)))),915
:)))) không chấp nhận,916
 username  hong chịu cũng phải chịu,917
năm sau bù lại 2 nha m,918
ní làm nhiều cái coi hong được,919
giỡn mặt hả,920
:))) chúng toi bị nghiện  username ,921
giỡn hãaa,922
ghệ t hỏi nào ra kìa :))) lẹ lên,923
block luôn,924
lốc m nghe  username ,925
 username  bất ngờ thặc,926
 username  e biết trc gòi,927
trailer thôi cũng được ní ơi,928
 username  đợi cầu cá tra mà t sắp già luôn r,929
m giỡn mặt hả ?,930
 username  mắc gì cọc dịa?,931
t khóc nha  username ,932
có khi nào con  username  nó lấy tiền qua macao rồi ko,933
làm cái trailer coi đỡ bùn i,934
buồn z  username  hoi kệ; nào có thì coai,935
con  username  xài hết tiền rồi,936
 username  đem tiền đi xây cầu cá hết rồi anh em,937
nghệ thuật kéo seeding là đây  username ,938
 username  xây dc nhà cầu 3 tầng hết mị nó tiền rồi,939
 username  bởi cứ để cầu cá trê đi ko chịu,940
thích nấu rô ti không  username ,941
mệt nhaa,942
:))) lâu la quá nha,943
mày khoải lý do t dell quan tâm phim t đâu,944
nghỉ tết đi  username ,945
ra nhanh lên đêi,946
hóng lắm r,947
không kịp t đốt kênh,948
khum seooooooo nghỉ tết vuiiii,949
m rủ con  username  đánh bài chứ gì,950
giỡn hem,951
ít cũng phải đc cái trailer ngheeeeeeeeeeeee,952
đang đùa hay đang giỡn v  username ???),953
 username  ăn tết r ...,954
 username  ơ kìa,955
 username  coi lại tập năm ngoái,956
 username  thần bài miền ti,957
 username  năm nay mất 1 tay thần bài hột é,958
làm trailer thôi cũng đc,959
chờ đc :)))),960
 username  hết có  username ,961
 username  buồn luônn,962
 username  xồu,963
:)) con  username  này chặt xác trôi sông,964
nhỏ này tr,965
k chấp nhận,966
có làm đâu mà kịp,967
khong đượt phải kịp,968
giỡn mặt hả =)))?,969
hãy nói là bịp đi mà,970
ê m ngụy biện  username  v t kh đồng ý r. đề nghị khẩn trương,971
m gom tiền đi tài xỉu rồi phải ko,972
đừng có ní do,973
đéo được,974
ủa rồi phần tiếp đâu thor,975
để tụi t cày lại mấy cái vd cũ của m phát,976
dỡn mặt hả,977
mình dã bộ làm trailer thoai được khum =)),978
mày nói cái gì zậy  username ;,979
cần một cú quay xe,980
vỡn mặt hả,981
bùn r lấy dùi cui đút đít  username  đi,982
kì ghê tr,983
trailer cũng đc mà  username ,984
ko chịu,985
overload là bận ngồi kéo xì dách phải k  username ,986
bùn dị mấy mẹ,987
chán đời,988
chịu trách nhiệm đi; ko t cho thành  username  bay màu,989
hủy đk kênh,990
 username  lót tích (,991
ra đaih cái vid nào vui vui r còn tí niu cũng đc m.ơi,992
cố mà làm,993
quay team overload  username  nào đăng lên thay thế phim tết cũng đc,994
thùng xốp,995
 username  xào lăng :))),996
ơid ơi bùn,997
 username  bay mau,998
dỡn mặt hả:),999
không kịp hoạt hình tết là pay acc nha mày,1000
đợi p2 cầu cá tra hơi lâu r nha  username ,1001
tao đốt cái cầu cá m àh nha; liệu hồn àh,1002
sầu luôn,1003
 username  học pts; pr;ae. tự làm hoạt hình coi,1004
chỉ giỏi hứa hẹn thôi. kkkk,1005
 username  phen  username  coi nè,1006
mình phe  username  bạn ơi,1007
1 tỷ dễ kiếm quá nhỉ,1008
 username  buồn 1 tý,1009
 username  ulatr,1010
 username  đi nhậu vs e nè,1011
 username  cảm ơn; ráng uống nhiều lên ha =)),1012
 username  ngộ nghĩnh haha,1013
 username  ae người ta một năm mới gặp một lần mà,1014
 username  cũng cần nghỉ tết mà,1015
 username  ăn cứt,1016
 username  bịp vãi,1017
làm được không. không làm đc nghỉ moẹ đi. đợi cả năm không nổi 1 cái phim tết,1018
ngọc  username  gòi gòi :)),1019
 username  gòy gòy con  username  xong gòyyyy,1020
ngọc  username   username  bay màu gòi,1021
ta bỏ theo dõi mi ròi nào ra phim ai coi thì coi,1022
moá. t hong,1023
biết mà,1024
thì bỏ over đi; load đc r,1025
 username  rùi xong,1026
thì xuống hầm cá ăn tết luôn,1027
t đợi cả năm đó bik hôgg???,1028
thật dối trá,1029
ra trailer côi đỡ cũng đc,1030
dỡn mặt hả ಠ⁠_⁠ಠ,1031
chắc do ông năm già rồi,1032
tsaooo,1033
 username  ` luônnn,1034
võ  username  con nì nó làm biếng,1035
ơ kìa,1036
tuyển thêm người cho đỡ over hông  username ,1037
wtfffff thế tết lấy gì mà xemmm,1038
tăng ca cày đi,1039
ee; t đợi thiếu điều mún bị trũy lun á,1040
 username  có trong nay  username  của nó đó :)))) t7m ăn cứt,1041
mày đùa tao à  username ,1042
m cầm tiền đi đánh bài rồi đúng k. cần bao nhiêu nữa nói đi,1043
 username ,1044
 username ,1045
chac đang bói quẻ đầu nam dung hơm,1046
ra trailer dài cũng được:),1047
nóng nha,1048
 username ,1049
vừa phải thôi  username ; nôn phim ra đi,1050
ai rồi cũng overload thui,1051
làm về “cuộc chiến không não” với  username  đi  username . cái trailer cuốn quá trời.,1052
toi không đồng ý,1053
làm vid chút tết đi  username  ơi,1054
vãi ò,1055
lấy tiền đi đánh bài chắc luôn,1056
 username   username  7 màu sắp thành  username  1 màu ròi; màu đỏ của máu :))),1057
 username   username  7 màu bỉ ngạn,1058
 username  bỉ ngạn đỏ; cái mỏ máu không,1059
tết này có  username  bảy món ăn rồi mn ơi,1060
t năn nỉ m làm đi  username ,1061
nhà ông năm năm nay kh đón tết:((,1062
ít thì trailer; nhiều thì cả tập,1063
chán,1064
hông chịu đâu. người ta chờ coi táo quân t toàn chờ coi  username  :)) m sống tàn ác quá  username ooo,1065
thấy có mùi  username  quay ăn tết luôn á ta,1066
dẫy ôngg,1067
làm luyền cho t mùng 3 tết t coi cũng được,1068
biết dậy qua tết mầy bù gấp 5 đi  username  :)),1069
 username  hơn chứ :))),1070
 username  thamnammmmm,1071
đôn lết cho con  username  nó chơi tài xỉu vs thằg ml  username  hết r còn đâu mà làm,1072
tệ v,1073
đang ko nhớ tự dưng m nhắc; còn 2 ngày nhanh cho t,1074
trailer cũng dc ní,1075
làm ăn dậy chết người ta rồi,1076
 username  mất cái tết rồi :)),1077
cứ thấy thiếu thiếu:((,1078
mày lười đúng k  username ,1079
taoo mợt m quá  username :(,1080
bùn nhe  username ,1081
cho coi đỡ trailer đi cũng được nữa moạy,1082
nghỉ tết đii làm hoài m,1083
giỡn mặt hảaaaaa,1084
mẹ nó đưa t 10 thùng xốp lẹ,1085
chờ mãi hic,1086
nan,1087
 username  mới sáng nói chắc nay  username  gi có,1088
bh mới có  username  ơii,1089
khongg,1090
huhu bùn lun,1091
quăng cái gi ra coi đỡ đi cha,1092
ủa ch j thần bài miền tây 1 năm r hả,1093
rồi kịp 8/3 không  username  ơi,1094
 username  hông có phần 2 ời huhu,1095
 username  bùn,1096
buồn vại:),1097
mắc đi đánh bài với con  username  nên không làm hoạt hình kịp phải không,1098
=)) ê t report nha =)) làm lẹ cho tau,1099
 username  ơ kè,1100
buộc có,1101
đừng thế mà  username . cần hiến thêm máu k?,1102
ra nhạc thôi dc r,1103
ơ kìa,1104
t khóc r nha  username ,1105
đại chiến cầu cá=((,1106
ê troll à,1107
m đi gỡ vốn r đk  username ,1108
 username  bay màu luôn ùi,1109
 username  ơiiii t khóc nhaaaa,1110
shockàhalkdjqlkặlkàlkads; tin quá buồn kạdlkạlckjslkzjflkáld;,1111
có gì khác bth đâu =))) trước giờ vẫn lâu,1112
jz má làm xuyên tết điii,1113
buồn nha  username  :(((,1114
ghéc thế,1115
 username  năm nay ko có phim  username  ngày tết rồi cu ơi,1116
 username  :))),1117
làm đỡ cái trailer thôi 333 . ae đợi quá trời à .,1118
 username  cũng hóng cơ,1119
 username  hóng cùng trời cuối đất luôn á cậu,1120
 username  con  username  thua bạc . nó hốt hụi trốn luôn rồi,1121
 username  con cũng nghi lắm . khéo không dk nhìn thấy hầm cá rồi .,1122
cứ làm đi mùng 1 coi cũng dc.,1123
đ đc nha  username ,1124
xin donate dơ nữa :)),1125
tao đi coi tập ông năm về quê,1126
m ra trailer đỡ đi  username ,1127
éc,1128
năm nay ko dc xem đại chiến hầm cá kịp tết hae,1129
 username  bay màu à :)),1130
 username  em cũng coi  username  hả,1131
làm liền tro t,1132
cầu cá pặc 2 đouuuuu,1133
t khóc nha  username ,1134
 username  ck muốn coi em riễn cho ck coi,1135
 username  eeee,1136
 username  thích cỗn liềuu,1137
 username  gặp đi em chơi tới với ck,1138
công nhận tụt tt quá k có gloomi và tũn cmt chắc k bt lun,1139
lâu vãi,1140
nan,1141
lo đi đánh bài cho dữ dô,1142
long chiều hổ hán vào việc :))),1143
thần bài miền tây p2 đi mà an tueee,1144
làm z mà m coi dc hả  username ooo,1145
tiếc thế; năm ngoái ngồi coi  username  7 màu mà vui,1146
thì thôi,1147
 username  thành  username  bảy món giờ :)),1148
gà,1149
giáng long thập bát shi* của t,1150
ê mại. mại muốn thành bao nhiêu khúc,1151
sông có lúc còn mài thành khúc nha,1152
m lo làm cái cầu tiêu 2 tầng mà ko làm cái tết cho ông năm hên à con  username  nài,1153
over là over thế nào =)),1154
thui thui mài im mọe mồm đi. lo đánh bài chứ gì,1155
hok chẹo,1156
hết vui nha  username ,1157
toy đã phải coi lại nguyên series và coi mấy cái reaction để bớt đợi tập phim mới,1158
pé hổng chịu đâu,1159
ít thì 15p nhiều thì nữa  username g,1160
kệ m,1161
