,label,comments,ID
1191,0, username  mày ở chỗ nào nam định,844
1192,0," username  tao giao lạc ,giao thủy nè cu",845
1193,0, username  buồn cho bố mẹ mày quá,846
1194,0, username  thế à cu,847
1195,3, username   bắc kỳ à,848
1196,0, username  qá hay,849
1197,3, username  mù chữ cmm thời pháp mẹ cha tao đã được học chữ rồi không biết im mồm thằng  bắc kỳ tỏ vẻ ta hiểu biết nhưng thật ra   đéo biết cái đách gì cả,850
1198,0, username  tự  đéo ái vào mồm à ,851
1199,3," username  tao là vện  nam kỳ gốc nam kỳ đây còn ghét bọn  nam kỳ với nam kỳ đây này, mày ăn thua  đéo gì",852
1202,0, username  miền bắc năm 54 rồi ,855
1203,3, username gốc bắc 2k ạ . 54 chỉ có bọn  nam kỳ con thôi .,856
1204,0, username  nằm vùng đấy  đéo,857
1205,3, username backy con xuống nam kỳ ăn tàn dư mỹ ngụy,858
1206,0, username không vấn đề nhưng nói tới cái đong đỏng nhảy  muốn tới nóc nhà,859
1207,0, username  chả có gì phải nhảy cả . chỉ là cách nói nghe ngứa tai nên ghét thôi bạn ạ. chứ  biết hay nó cũng như nhau thôi .,860
1208,0, username  3 cây nhang mới là nhảy dựng  haha,861
1209,2," username  nốc nhà là cái  đéo gì, nóc nhà, nói ngọng thì còn được chứ viết cũng ngọng được còn bày đặt đi chửi nhau ",862
1210,0, username  căn bản nhiều  thằng lôi từ đấy ra nói theo kiểu phân biệt thì ông động vào làm cái gì đùa với bạn bè không sao tôi quen mấy  anh em trong nam cùng chửi đme nhiều không bọn nó cũng dduma bạn không nhưng là vui đúng lúc đúng chỗ  anh em cười với nhau chứ không phải ai cũng lôi ra đùa thế được,863
1211,0," username  chửi ai đâu bạn ơi, từ nào là chửi  vậy  nha, giọng điệu này chắc bạn là ấy ấy rồi",864
1213,2," username  là tiếng người đó bạn ,bạn không hiểu thì bạn coi lại mình coi phải con người không,  vậy  nha",865
1215,0,cuối cùng cũng lại chỉ là văn cùn thôi à,866
1216,0, username   bởi nói tới cái đong đỏng lên mà cũng không chịu,867
1217,0,"nói có thể ngọng do vùng miền, nhưng viết, tiếng việt chỉ có 1 thôi  ví dụ như chiếc áo này củ rồi nhưng vẫn dùng tốtcủ gì , củ cặc à ",868
1218,2,"tối nhiều username y đúng là chỉ biết soi dưới váy người ta ra để nói, thua bạn rồi bạn ơi,  vậy  nha ,mãi yêu à",869
1219,0,lại còn đong đỏng là  cái lồn gì gì nữa ,870
1221,0," username   vậy  nha là  vậy đó  nha, vậy đó  nha, vậy đấy ha, vậy đấy hả, đấy là cách người đấy vùng đấy dùng từ, cách nói, chứ sai gì đấy bạn ",872
1222,2, username  ngu chết mẹ,873
1223,2, username  có con rồi. sống sao cho con cái nó tự hào về ba má nó ông ạ.,874
1224,0," username  xin lỗi bạn chứ nãy giờ chẳng đụng chạm tới ai, tự nhiên bay vô cắn tui thôi ,còn bạn lo cho con bạn đi ,lo cho thiên hạ quá",875
1225,2," username  lo cho bé cún của bạn đi nhé ,con tui tui dạy nó sao thì kệ tui ,nói chuyện kỉu đó nghe ngứa tai quá ,sống không biết tốt được  nhiêu nói chuyện ra vẻ quá",876
1226,0, username  thanh niên chưa nghe từ đong đỏng bao giờ à ,877
1227,2, username  có vợ có con rồi mà nói chuyện như  thằng con nít,878
1228,0, username  vậy thì mời người lớn next,879
1229,3," username  mấy thằng nam kì cứ nhắc chữ  nam kỳ, giải phóng,  bamươithángtư giãy như bị đút đuông dừa vào đít còn gì",880
1230,0," username  chưa ai nhắc  tới  nam kỳ ca léo gì ,chưa đụng gì  tới tụi mày mà tụi mày dẫy nữa rồi",881
1231,0," username  tụi mày nhạy cảm quá rồi ,có tật ai  nói gì ra cũng giật mình",882
1232,3, username  thật là nam kì bọn mày không nhạy cảm không  giờ mày thử  bình luận chữ  nam kỳ trên tiktok với mấy bài trên face xem đứa nào vào cắn,883
1233,0," username  thì mày  bình luận đi, ai  nam kỳ thì trả lời mày ,tao thì không rảnh, đâu phải nơi tao sống , còn có cơ hội cũng  muốn đi cho biết đây biết đó à",884
1234,0," username  mày cứ nói nam kì hay nam gì mày thích chả ai quan tâm , à mà mày  nói vậy giờ tao mới thấy mày mới chính là thằg kì thị người khác trước đó",885
1235,0, username  không sao nam  chó với miền bắc chung 1 dòng máu mà,886
1236,2, username  ngặt là mấy thằng nó hay kì thị người khác cho mình là nhất là trung tâm vũ trụ thì nó lại tưởng nó là nạn nhân chứ,887
1237,2, username  thổ khơ me cho xem cái nhà đi mấy thằng thổ khơ me 95% là ở nhà rơm nhà lá 5% còn lại thì được ở nhà tôn,888
1238,2," username  lộn rồi cha nội ơi ,tìm mấy người đó đi an giang sóc trăng á , qua đó rồi nói vậy đó rồi cho nó chôn mày ở đó",889
1239,0, username  lại thêm thằmg xạo phân biệt người khác vô nói chuyện bị phân biệt,890
1240,2, username  ghê thế à bảo nó ra đây nói câu  biết đi bọn tui người kinh có ăn học đầy đủ chắc không sao đâu chứ sợ mấy ông khơ me cà màu an giang lắm,891
1241,2, username  đó bảo đến nhà lá trúng tim đen nhảy xuyên nóc nhà rồi,892
1242,2," username  ăn học ,chắc đi học lo ăn không thì có chứ ăn học, nói chuyện kỉu mất dạy",893
1243,2, username  về khoản ăn tôi đó qua được mấy ông khơ me đó đặc sản ham ăn lười làm mà chưa nghe à,894
1244,2, username  thời hiện đại rồi mà toàn lớp 9 lớp 10 nghỉ học đi làm kiếm tiền rồi,895
1245,2," username  kệ mày đi ,tao cũng đâu phải khơ me, sủa tiếp đi , vậy  nha ,mãi yêu à",896
1246,2, username  thôi cà mau thì làm gì có người kinh bảo sài gòn bd còn được chứ cà màu làm gì có người kinh,897
1247,2, username  trúng tim đen rồi nhảy xuyên cái nóc nhà lun,898
1248,2," username  là mày đang nói mày đó ,vô học vô duyên mà tưởng hay ,lúc tao đi học chắc ba mẹ mày đang tạo ra thằng tinh trùng khuyết tật như mày đó",899
1249,2, username  mấy thằng thổ khơ me cay không vô duyên sao vô bình luận bênh thẳng chủ tus trong khi nó  phân biệt vùng miền,900
1250,2, username  mấy con tinh trùng khuyết tật khơ me nhà mày ăn tàn phá hại gen của bọn campuchia có khác toàn bọn óc ca,901
1251,2," username  à mà thằng vô học này cũng chịu khó vô trang cá nhân  người khác rình mò  nha, nhưng dân tộc kinh tụi tao  đéo có loại súc sanh như này",902
1252,0,lo đẻo cá đi  username  kho ăn,903
1253,2, username  bọn thổ khơ me chúng mày mà nhận người kinh à người kinh di cư bắc vào đến sài gòn bình dương thôi vào gì đến cà mau mày,904
1254,2," username   bởi thứ vô học như mày chui dưới háng người khác thì biết gì mày ơi ,đẻo x con cá chưa ,mai chấm với pịa mà ăn",905
1255,2,thứ vô học súc sanh súc vật  username  mày thì chỉ biết có  nhiêu đó,906
1256,3, username  khơ me thì bảo khơ me cứ nhận người kinh tổ tiên nhà chúng mày bên cam kìa chứ đừng nhận vơ,907
1257,2," username  tới cái hình đại diện của con người còn không có coi chừng biết tiếng người chứ là loại 4 chân đuôi dài lông lá ,  bởi đâu dám phơi mặt ra",908
1258,3," username  đó  bởi vậy sủa được  nhiêu đó sủa quài ,chọc chọc hồi chạy vô nam tìm tới nhà cắn bây giờ",909
1259,0, username  toàn nhà rơm nhà nào chả giống nhau biết tìm kiểu gì,910
1260,0," username  tối ngày quanh quẩn trong hán người khác thì biết được cái gì , ví dụ ở nhà rơm mà ăn cá thật thì cũng ngon hơn cá rô cây",911
1261,0, username  coi chừng đang chui ở gầm cầu ống cống rồi đi phán xét người khác à,912
1262,3, username  à thì ra là  thằng nam kỳ. mày nhảy đong đỏng lên tao coi.,913
1263,3," username  làm mình làm mẩy hả cá rô cây ,ngứa rồi chứ gì",914
1264,2," username  nam kỳ hay nam gì đi nữa cũng chẳng ai quan tâm đâu, có mày á, mày chuẩn bị nhẩy tới nóc nhà rồi đó, ăn rau muống nhìu vô cho bổ cái óc  cứt của mày đi",915
1265,0, username  bọn nào nó nhảy chứ tôi thấy chả vấn đề gì,916
1266,0," username   đúng rồi vui vẻ thôi, gọi người khác như thế này như thế nọ thì được, chứ  nói tới cái quạo",917
1267,3," username  kêu nam kỳ thấy tự hào ghê, sao bắc kỳ kì vậy ",918
1268,2, username  nhiều lúc nói chuyện với thằng não ngắn như mày cũng chán,919
1269,2," username  vậy thì câm đi đầu  cứt, làm như tao cần nói chuyện với mặt nụ cười dọc như mày",920
1270,2, username  não mày ngắn lắm tự nhận đạo lý dởm,921
1271,1," username  xin lỗi  đéo nói đạo lý mời next qua 1 bên ,mày  đéo là cái gì mà phán xét xạo  lồn ở đây, biến đi mày",922
1272,2,vũ công mặt như  username  mà bố láo,923
1273,2,khương như mặt  username   haha. mặt mày không như nghiện mà người ta nói xấu cái mày đỏng đảnh nhảy tới nóc kìa,924
1274,2, username  trước khi nói người khác thì phải tự nghĩ tới mình. không thành ra tự vả tự nhục,925
1276,2," username vì người bắc tự làm xấu vùng miền của mình thôi, đến nam hàn còn hạn chế nhập cảnh người miền bắc  việt nam mà ",926
1277,2," username  thoải mái chỉ có loại cẩu như mày mới sợ người ta nói đúng tên thôi, nhìn mày như con cún tội quá",927
1278,0, username  3 nô lệ tự nhục tiêu biểu ,928
1279,2," username  loại này thì chỉ có súc vật mới làm mấy hành động như vậy ,súc sanh biết viết chữ là có thật",929
1280,3," username  nhục dùm cho tụi ăn rau muống với cá rô cây tụi bây á,chứ người miền nam chẳng ai như loại súc vật như mày ,loại mày là sản phẩm của gia phả hình tròn đó",930
1281,3, username  nhột à ngụy con  phản động chỉ có thế thôi,931
1282,2," username   trời  trời chẳng ai nói  tới ngụy à ,bí lời quá rồi cái nói dọng đó hả con trai, hồi đó ba mẹ mày chùi đít cho tao ổng bã đâu có sạo lờ như mày",932
1283,3, username  còn văn nào hay hơn không ngụy con ,933
1284,2," username  văn hay xin tặng cho loài súc sanh như mày, như vậy chưa đủ hay sao, mẹ mày đi làm chuyện gì với cha già hàng sớm mà để lọt ra cái bản mặt lờ như mày vậy con trai",934
1285,2," username  chúc cho tụi cưn mau nói chuyện được tròn vành rỏ chử nha, chứ nói chuyện kỉu đớt đớt vậy con người tụi tao không hỉu, gáng ăn  cứt nhìu vô đặng mau tiến hoá thành con người",935
1286,2, username  gia phả vòng tròn đây rồi,936
1287,2," username  là thứ mày á ,cũng chịu khó quá  nha súc sanh, súc sanh thì mãi là súc sanh ,đầu óc không hơn không kém 1 loài chỉ biết ăn xương",937
1288,2, username  mời tiếp tục thể hiện mình là 1 con súc vật nhé,938
1289,2," username  bí văn hả gì mà ăn cắp câu nói của tao vậy súc vật ,thì ra  trả lời  bình luận lâu là đi rình mò nhà tao như thằng ăn trộm ,lộn như loài súc vật đang tìm  cứt mới đúng",939
1290,2," username  không được cay , ăn thêm iot vào chứ nước như thằng thiểu năng",940
1291,2," username  súc vật nó nói chuyện cũng không giống con người nữa, thôi dành iot cho loài súc vật như mày đi ,chứ mày ăn rau muống cá rô cây không làm gì có dinh dưỡng",941
1292,2, username  thiểu năng chính là thứ mà thằng súc vật mày đang mang đó,942
1293,2," username  đúng gia phả hình tròn có khác, nước đần quá ",943
1294,2," username  thì ra tụi mày chỉ biết có từ cay ,qua nay thấy thằng nào cũng nói , súc vật mà cũng biết vị cay nữa ta, loài súc sanh này chắc ăn  cứt trộn ớt nè",944
1295,2," username  thôi đi cái thứ như còn lời lẻ gì để nói với tao ,chỉ biết lâu lâu gâu lên mấy tiếng như vậy thôi, súc vật thì mãi là súc vật ,đừg bắt trước hành động của con người nữa",945
1296,0, username  không biết sáng mày đã ăn sáng bằng cá rô cây kho chưa,946
1297,0, username  thằng nô đói ăn hay sao mà đòi ăn nãy giờ vậy ,947
1298,2, username  thấy hình dáng mày tao cũng  muốn tin mày là con người lắm mà mày càng nói thì con súc sanh trong người mày nó lại lòi ra,948
1299,2, username  từ điển tiếng việt có  vậy  nha à nói sai thì tự ái,949
1300,2," username  đói thì tụi tao cũng ăn cá thật chứ đâu ăn cá cây như mày, thiệt tội cho mày á súc sanh",950
1301,2," username  chỗ tao nhìu gỗ lắm ,để tao đẻo cho mày vài con cá cho mày gặm  nha súc vật",951
1302,2," username  chắn thằng nô quá, thôi thì thông cảm cho gia phả vòng tròn , nhìn cũng tội mà thôi",952
1303,2," username  nói rồi mày đừng có lấy văn của tao được không ,năn nĩ mà ,nghe câu chửi tao hay quá nói quài ,súc sanh nhìn mặt cũng ngầu như cái bồn cầu  nha",953
1304,2,"nhìn mặt súc sanh là  muốn  ỉa lên ,mà  ỉa lên coi chừng nó ăn sạch không còn 1 miếng à",954
1305,3,à à mày là bồn kỳ lắc đúng không,955
1306,0," username  sáng giờ chưa được ăn à nô, đợi tao đi  vệ sinh đã nhé",956
1307,0, username  đi  vệ sinh x ăn lun nhé con trai,957
1308,0, username  đủ không tao gửi thêm cho ít nè của tao nhìu vị lắm mày thích ăn vị gì,958
1309,0, username  à  ừ để dành cho nô con nữa hả  đồng ý nô,959
1310,2," username  đói thì nói tao gửi  cứt cho ăn chứ không nói tao đâu biết , vậy ăn nha, đừng ngại",960
1311,2," username  à thì ra mày không hỉu tiếng người  nói mày mà mày trả lời đâu đâu không à, súc sanh mà ,súyt nưã thì tao lại quên mày là con súc vật",961
1312,0, username  còn thằng nô bố thì đợi chiều nhé ,962
1313,2," username  ăn ngon miệng nha, nhìn mày ăn  cứt ngon miệng tao cũng vui lắm súc vật à",963
1314,2, username  à mà mày ngoài ăn  cứt ra còn ăn gì nữa không vậy,964
1315,0, username  nô mẹ thì nhịn hôm may nha mai mới có,965
1316,3,"mà ngoài đó có nhìu  cứt để ăn không, vô nam tụi tao cho thêm nè",966
1317,2," username  ăn x rồi hả hèn chi miệng còn dính kìa súc sanh ,ăn x chùi mép nha, giờ đi tìm  cứt tiếp đi ,chìu có cái mà ăn",967
1318,2, username  ăn x đi tìm cái đầu khất của thằng bố mày ăn tráng miệng đi,968
1319,2," username  bảo nô bố đợi chiều đi , đừng hối , hối nữa là anh cho gia đình vòng tròn của nô nhìn hết đấy _",969
1320,2," username  nữa lại ăn cắp văn ,chắc tại súc sanh không đi học nên không biết cách cải lộn với con người nên mới ăn cắp văn phải không , sao mà nhà loạn luân sao mà đẻ rồi được con súc sanh như mày cũng hay  nha",970
1321,2," username  nói người khác thì tưởng mình hay, người khác nói lại mình thì dãy ra như lợn bị chọc tiết.  bình luận thì câu trước vả ngược câu sau, câu sau đá câu trước. con người chứ có phải con cac đâu mà nói chuyện ngu  vãi cả lồn",971
1322,1, username  con cac nó dính trên mặt mày kìa,972
1323,2, username  mày là thằng ăn  cứt chung với thằng cương gì nè phải không,973
1324,2," username  thấy có hình con chó trong trang là tao nghi mày rồi , thì ra mày là 4 chân , cút mẹ mày đi",974
1325,0, username  đừng xin nữa hôm nay tao phạt thằng nô bố mày nhịn rồi ,975
1326,2," username  haha nó chỉ biết có  nhiêu đó thôi bây ơi, ăn cớc riết nhìn đâu cũng thấy cớc là có thật, mới ăn cớt rồi mà sao thấy mày vẫn có vẽ thèm vậy",976
1327,2," username  khiếp cái thể loại như mày quá. đeo hiểu sao cũng lấy được vợ rồi tòi ra thằng con, vợ mày  vậy tật hay mù đúng không riêng thằng con mày với cái tình trạng của mày như này thì sau này cũng đeo có cái tích sự gì đâu  chăm chỉ lên đây sủa rong see more",977
1328,2, username  có gì đâu mà kì. bọn nô dịch như chúng mày hở  tí là phân biệt. trong miệng nhiều phân quá mà,978
1329,2, username  tại mày sủa nhiều quá tao nhốt thằng súc nô bố mày vào cũi rồi,979
1330,2, username  đâu phải ai cũng như nhà mày ăn phân ,980
1331,2, username  loại mày đeo bằng 1 sợi lông của con chó nhà tao chứ huống gì. trông mặt mày tởm vậy cơ mà ,981
1332,2," username  thì ra mày là con chó lang thang thấy người lại vô cắn ,dòng ăn  cứt như mày thì, thôi nghiệp gì mày nói thì dành hết cho mày á, mặt cac, thứ như mày địt mẹ coi chừng không có ma nào dám sáp vô đâu, nói  tới cuối cùng thì mày cũg lại là 1 con súc sanh",982
1333,0, username  nhường gia phả nhà mày tất,983
1334,2," username  mặt cạc của mày là cái thứ ai thấy cũng tránh xa đó con chó à, tưởng mình thanh cao",984
1335,0," username  đâu có nhường được, chỉ có nhà mày là ăn quen thôi",985
1336,2," username  quai lại rồi hả súc sanh , ăn cức no chưa mà trở lại rồi , bồn kỳ lắc à, mày đúng là 1 con chó ngoan đó",986
1337,2," username  súc sanh tụi mày hùa nhau cắn người giỏi quá , chúc mày sớm sánh duyên với chó đực nge",987
1338,3, username  nhảy chỗ nào vậynó cũng nhue nam kì hay trung kì thôi nhóc,988
1339,2," username cay lắm đúng không . trông kìa, tao nói đúng ghê. trông mày  đéo khác gì con lợn bị chọc tiết cả. mấy cái văn của mấy thằng đã  đéo đẹp, đéo giàu, nguu và nhân cách như  lồn như mày tao gặp nhiều rồi. có biết nói gì ngoài mấy câu đấy đâu. nhục",989
1340,2," username  để tao kêu con vợ mày vào đây xem mày táp nha. chứ thấy mày lẻ loi, cô đơn quá. hay để tao chụp lại cho vợ với cả lũ dòng họ nhà mày xem cái mõm lợn của mày táp người khác rồi lại dãy ra như thế này . chắc vui lắm nhỉ",990
1341,0, username  về bắt lỗi cả vùng cả miền kìa cu,991
1342,3," username  chú nói vậy cho chứ thằg nhóc như tui thấy nó nhảy quá  trời đó , đặc biệt là người ở ngoãi đó",992
1343,0," username  vùng mày tốt làm quá nhóc con à, lo đẻo cá gỗ đi , nói nhìu quá, bố láo quá",993
1344,2," username  cảm ơn dog nha, sủa tiếp cắn tiếp đi, qua nay mới có dog cái ,sủa nghe vui tai lắm",994
1345,0," username  mày đang nói gì đấy tao không thể hiểu được, vùng nào đẻo cá gỗ",995
1346,0," username  ,những thằng nói với mục đích  phân biệt vùng miền thì nó còn cho ấy chứ nhảu gì,nói bình thường có sao.",996
1347,2," username  chửi mọi người là chó nhưng mà nãy giờ thấy bận bịu quá nhỉ phải ngồi táp từng câu một như thế, trả lời từng  bình luận một như thế. ôii, mày  bình luận xong mày không đọc lại à não cứt hay gì mà  bình luận nguu vậy",997
1348,0, username  tao kêu vợ mày lên đây với mày rồi đấy. không biết lên đây xem mày làm trò nãy giờ vợ mày thấy sao,998
1349,0, username  tao bắt lỗi mỗi mày thôi được không cu,999
1350,2, username  để đức cho con cái đi. khẩu nghiệp với phân biệt vùng miền rồi sớm muộn cũng vỡ mõm,1000
1351,2, username   bố mẹ mày đẻ ra mày đau  lồn để mày đi cắn bậy vậy à,1001
1352,3, username   ba que cay lắm khát nước không,1002
1353,2," username  ranh con, vào sài gòn rồi thấy người ta nói thì ra bắt lỗi nhé, xem họ nói gì mày, còn mày đã cố tình không hiểu thì có viết văn giải trình thì cũng không hiểu được đâu ranh con ạ",1003
1354,2," username  tao đang sài gòn này ranh con, vùng miền mày là cái xó nào tao không quan tâm, từ điển tiếng việt không có thì là không có sai là sai, bao giờ cái xó của mày đại diện cho việt nam thì hẵng nói nhé ranh con",1004
1355,2," username  bắc trung nam tao đều đã đi nên đừng nói tao đi đây đi đó tao ỉa vào mặt cho đấy nhóc con, ếch ngồi đáy giếng",1005
1356,1," username  ranh mỗm này, mẹ mày từ bắc vào nam rồi còn phân biệt, võ mồm, vào sài gòn định cư rồi thì đi ra ngoài mỗm đi thằng ranh, ra ngoài xem có vỡ mồm không, bố mày đang ở hà nội này ranh con, phân biệt địt mẹ mày",1006
1357,2," username  tự ái ngay, tao không phân biệt vùng miền thấy có con chó nào đó nói tiếng địa phương nó là đúng, vào nói sai thì chó nó tự ái nó sủa nó táp, chán thanh niên đã thiếu hiểu biết còn thích ra vẻ phân tích ngôn ngữ các thứ, thôi ngậm mõm lại",1007
1358,2," username  cái tao ở xó vườn mà cũng da dẻ, mày nghĩ dân saigon ưa mày lắm hả. lo mần ăn chet mẹ con da dẻ. nhưng thằng như mày 99% là thắng 7bai và bất mãn",1008
1359,0," username  thằng kia nó phân biệt vùng miền nó dùng từ  vậy đó  nha để châm biếm thằng nào đấy, tao mới bảo là cách nó dùng từ như thế mày lại vào bắt lỗi lại như  thôi kia, 2  thôi mày là 1 à",1009
1360,0, username  vậy   vậy đó  nha có trong từ điển tiếng việt không tao hỏi thật,1010
1361,0, username  nó nói châm biếm  thôi kia,1011
1362,3, username bắc kỳ là tổ tiên chúng nó mà bạn.cứ thằng nào giấy khai sinh có chữ dân tộc kinh tổ tiên chúng nó là bắc kỳ đó.nó chửi  bắc kỳ khác gì chửi tổ tiên nó đâu,1012
1363,0, username  giấy khai sinh có chữ dân tộc kinh không nếu không có thì miễn bàn còn nếu có chữ dân tộc kinh thì xem lại tổ tiên từ  bắc kỳ mà ra hay từ chămpa khomer nhé bạn,1013
1364,3, username  đúng.đụng vào cái là nó cho là 3/ hết,1014
1365,2," username  thằng cháu bại não, gia phả hình tròn",1015
1366,3, username  vãi lồn thế giờ có mấy thằng chộm cướp giờ bảo nam kỳ đấy có dựng mẹ lông lên không,1016
1367,0, username  bọn mày nhắc nam kỳ có nhảy dựng lên không ,1017
1368,0," username  tôi không biết bạn thế nào, chứ tôi thấy người khác chửi ông cha tôi, ngàn ngàn lớp lớp người đi trước tôi là tôi thấy nóng máu à. nói bắc kỳ là lũ mọi dợ  phân biệt vùng miền, lũ mọi bán nước à. chứ nói bắc kỳ thì có nghĩ tới cội nguồn không các vua hùng ở đâu các đờ",1018
1369,3, username  nói mày là mọi miên mày lại chả cắn ngay lại,1019
1370,3," username  chắc mày là bắc kỳ  lồn ăn cá rô cây rồi, mọi miên là thằng cha con gái mẹ mày á, chó ăn cức",1020
1371,3," username  à mà nhìn mày giống mấy thằg tây bắc ăn pịa ăn cức khen ngon quá ,",1021
1372,3, username  cái thằng namkii này ăn cá lau kính với cá chê chán giờ thèm ăn cứt à,1022
1373,2, username  con mày có gọ đi mẹ nó là cô không ,1023
1374,1," username  mày kiu con mày gọi đi , đéo có liên quan tới thứ giòng giống đó",1024
1375,3, username  lũ cà mau còn đang phải làm culi cho bắc kỳ kìa,1025
1376,3, username  1 con cà mau lấy vợ làm 4` để đổ vỏ chia sẻ,1026
1377,3," username  bắc kỳ tụi mày vô nam chi nhìu vậy , vô đây xin việc hả ,tụi chúng mày đi  tới đâu bị kì thị tới đó ,đi xkld còn bị nước ngoài cấm mấy nữa đó ,tìm hiểu thông tin lại đi con",1027
1378,3," username  mà bộ tụi bắc kỳ tụi mày nhột hả, thấy thương tụi mày ,cứ tìm đít của người miền nam tụi tao cắn ,chúc mày sớm trở lại làm người nge chó ,đụ trâu đụ bò riết ngu đần",1028
1379,3, username  lũ cà mau cay sao.ủa lên nào,1029
1380,3," username  nếu tụi bắc kỳ chúng mày nhột thì cứ lên tiếng tao thông cảm mà lũ khỉ đói ăn , ăn rau muống 7 món không mà",1030
1381,3, username  lũ cà mau đang dẫy nẩy lên như bị dẫm vào đuôi vậy,1031
1382,3," username  nói tiếng người được không, hay chỉ biết nói tiếng chó vậy bắc kỳ ,bắc kỳ ,bắc kỳ , chắc nhột lắm rồi",1032
1383,3, username  lũ cà mau đang phải làm culi tao.áp  đéo.ít kìa,1033
1384,3," username  bắc kỳ ơi nhột lắm phải không ,ngứa lắm phải không, sáng ăn cức chưa chó",1034
1385,3, username  lũ cà mau cayy quá,1035
1386,3," username  ăn cức chưa, bắc kỳ ăn cức chưa",1036
1387,2, username  vợ mày làm 4` ở đâu vậy tao dắt nhà tao đến phối giống,1037
1388,3, username  sao.ủa lên nào lũ cà mau,1038
1389,3," username  lũ bắc kỳ ngứa dữ rồi ,nghe  nói bắc kỳ chắc tức lắm ,bắc kỳ thì có tiến hoá thì cũng không thành con người được",1039
1390,3," username  dấu hiệu của đuối lý , đúng là bắc kỳ ngu",1040
1391,3," username  ráng ăn cức nhìu cho khôn ra nghe bắc kỳ ,  vậy  nha",1041
1392,3, username  lũ cà mau ngoan quá kêu sao.ủa là sao.ủa liền à,1042
1393,3," username  cha mẹ súc vật đẻ ra thằg con súc sanh bắc kỳ như mày đó , ngứa quá thì cứ gãi ,súc sanh ăn cức",1043
1394,3, username  lũ cà mau cay quá  đéo làm gì được ngoài sao.ủa à,1044
1395,3," username  bắc kỳ ăn cức biết nói có  nhiêu đó đó ,bắc kỳ bắc kỳ bắc kỳ ,tức đỏ dái hết rồi kìa bắc kỳ ơi, ăn rau muống không sao khôn nỗi, nên ăn thêm nhìu cức nữa nghe con",1045
1396,3, username  tao dẫm vào đuôi lũ cà mau à,1046
1397,3,"cay là lũ bắc kỳ mày  username ,tao thấy  trả lời  bình luận tao là thấy cay rồi",1047
1398,3, username  lũ cà mau cay quá sao.ủa lên nào,1048
1399,3," username  không cay thì chả lý do gì phải  trả lời  bình luận ,thôi vô nam nè tụi tao cho cức ăn nè súc sanh ,tinh trùng khuyết tật",1049
1400,3," username  vậy nha ,nào vô nam alo tao hốt cức của  anh em miền nam cho ăn",1050
1401,3, username  thằng bố con mẹ mày đang phải làm culi cho dân bắc đó,1051
1402,3, username  gia đình sinh viên cà mau cay quá,1052
1403,3, username  tao.áp  đéo.ít tao nè lũ nguu cà mau,1053
1404,3, username  lũ cà mau đang phải  đéo.ớp cái.ứt dân bắc sống qua ngày nè,1054
1405,3," username  chứ mày không biết ngày  trước chiến tranh có mỗi cái nơi không gọi là  bắc kỳ là đi cứu nước, bọn  nam kỳ bọn mày bán nước làm thuê cho giặc à",1055
1406,3, username  mọi miên não chó cay,1056
1407,3," username  mà tao hỏi cái này tụi mày trả lời nè ,đừng có trả lời tàu lau  nha, tụi bắc kỳ tụi mày tức lắm hả gì ,nếu mày tức thì giao lưu thử coi tụi mày tới đâu, còn không thì mày next về cái xứ bắc kỳ của mày đj , cay lắm hả gì mấy con chó",1057
1408,3," username  như không bay dô cắn đít rồi nói cay với đắng gì ,cay là tụi bắc kỳ ăn cức của mày cay á",1058
1409,2," username  à mày biết chiến tranh  con cặc gì bày đặt  nói, thứ thất học như mày biết  con cặc gì mày ơi, lo cứu ông bà già mày đi chứ cứu nước gì , địt mẹ chắc tức lắm sủa quài không nín được",1059
1410,3, username  ui bọn  nam kỳ bán nước,1060
1411,0," username  cay thì chửi lộn , không cay thì next",1061
1412,0, username  tao sao phải cay tao chỉ nói sự thật chứ cay gì,1062
1413,3, username như nhau  con cặc. thấy pakycho sợ thấy mẹ. lũ mọi rợ,1063
1414,2," username ngứa tai sao không đi ngoáy mà đi dãy lên thế, trung kỳ nam kỳ nói người ta cười khà khà mà nói  bắc kỳ lại là  phân biệt vùng miền , tiêu chuẩn kép à",1064
1415,2, username  tao sống trong nam.  anh em tao nói tao  biết  bình thường. mà mấy đứa hay  phân biệt vùng miền thì chả phải nói  bảo 3/ với  nam kỳ lại dãy lên bàn tròn,1065
1416,0," username kâka, tao  bình thường, chả quan tâm vì tao cũng chơi đủ miền, nghe mắc cười thôi ",1066
1417,0," username  tao nói ở trên là nói mấy thằng 3/ hay  phân biệt vùng miền thôi. chứ mấy thằng bạn tao kêu tao  biết con , tao cũng bảo bọn nó nó , tao thấy  bình thường. chả sao. người bắc thì mấy nó kêu tao  biết tao thấy không sai. tao chỉ ghét mấy đứa thích  phân biệt vùng miền thôi .",1067
1418,0," username thì thế, nchung bên nào cũng có thằng  phân biệt vùng miền thôi",1068
1419,3, username  chó mọi miên thì làm được con cặc gì chỉ biết sủa thôi,1069
1420,3," username   đồng ý vậy là chứng tỏ bắc kỳ tức lắm rồi, vậy đi sủa gì sủa đi , tự nhiên nghe bắc kỳ",1070
1421,0, username  bọn bố mày có nước  đồng ý ,1071
1422,2," username  uống đi con trai, uống vô rồi có sức sủa ,thêm 1 thằng nữa nhột",1072
1423,2, username   cay à bọn thua cuộc,1073
1424,2, username  đẻ con không có lỗ đít nha mày,1074
